년,월,국적지역,입국자수
2022,01,미국,20123
2022,01,필리핀,9478
2022,01,중국,8408
2022,01,미얀마,5228
2022,01,인도네시아,4591
2022,01,캐나다,3524
2022,01,러시아연방,3250
2022,01,인도,2921
2022,01,베트남,2660
2022,01,한국계중국인,2322
2022,01,독일,1755
2022,01,프랑스,1673
2022,01,일본,1516
2022,01,태국,1368
2022,01,싱가포르,1359
2022,01,영국,1116
2022,01,우즈베키스탄,1110
2022,01,네팔,1051
2022,01,우크라이나,1044
2022,01,캄보디아,1012
2022,01,네덜란드,946
2022,01,스리랑카,764
2022,01,방글라데시,748
2022,01,몽골,744
2022,01,오스트레일리아,648
2022,01,말레이시아,572
2022,01,터키,512
2022,01,타이완,488
2022,01,이탈리아,439
2022,01,파키스탄,421
2022,01,폴란드,405
2022,01,그리스,390
2022,01,루마니아,365
2022,01,핀란드,281
2022,01,멕시코,275
2022,01,카자흐스탄,270
2022,01,키르기즈,261
2022,01,스페인,257
2022,01,에티오피아,244
2022,01,포르투갈,222
2022,01,벨기에,220
2022,01,불가리아,219
2022,01,브라질,217
2022,01,뉴질랜드,202
2022,01,이집트,200
2022,01,스웨덴,198
2022,01,덴마크,164
2022,01,크로아티아,157
2022,01,오스트리아,152
2022,01,사우디아라비아,142
2022,01,아일랜드,132
2022,01,아랍에미리트연합,131
2022,01,노르웨이,129
2022,01,티모르민주공화국,118
2022,01,헝가리,117
2022,01,이스라엘,113
2022,01,리비아,111
2022,01,남아프리카공화국,110
2022,01,타지키스탄,101
2022,01,스위스,99
2022,01,홍콩,85
2022,01,모로코,77
2022,01,아이슬란드,77
2022,01,요르단,74
2022,01,체코,69
2022,01,콜롬비아,67
2022,01,이란,66
2022,01,라오스,64
2022,01,라트비아,64
2022,01,조지아,61
2022,01,시리아,55
2022,01,아제르바이잔,54
2022,01,세르비아,53
2022,01,리투아니아,47
2022,01,슬로바크,44
2022,01,케냐,42
2022,01,튀니지,42
2022,01,이라크,40
2022,01,페루,40
2022,01,탄자니아,38
2022,01,칠레,36
2022,01,나이지리아,35
2022,01,벨로루시,33
2022,01,베네수엘라,27
2022,01,아르헨티나,27
2022,01,레바논,25
2022,01,몬테네그로,23
2022,01,가나,21
2022,01,카메룬,21
2022,01,도미니카공화국,20
2022,01,알제리,20
2022,01,예멘공화국,20
2022,01,우간다,20
2022,01,슬로베니아,19
2022,01,에스토니아,19
2022,01,에콰도르,17
2022,01,자메이카,17
2022,01,쿠웨이트,17
2022,01,세네갈,15
2022,01,코스타리카,15
2022,01,짐바브웨,14
2022,01,르완다,13
2022,01,모잠비크,13
2022,01,코트디부아르,13
2022,01,키프로스,13
2022,01,엘살바도르,12
2022,01,기타,12
2022,01,카타르,12
2022,01,볼리비아,11
2022,01,투르크메니스탄,11
2022,01,파나마,11
2022,01,몰타,10
2022,01,피지,10
2022,01,콩고민주공화국,9
2022,01,기니,8
2022,01,알바니아,8
2022,01,몰도바,7
2022,01,오만,7
2022,01,트리니다드토바고,7
2022,01,과테말라,6
2022,01,룩셈부르크,6
2022,01,수단,6
2022,01,온두라스,6
2022,01,유고슬라비아,6
2022,01,브루나이,5
2022,01,아프가니스탄,5
2022,01,앙골라,5
2022,01,키리바시,5
2022,01,토고,5
2022,01,파라과이,5
2022,01,팔레스타인,5
2022,01,모리셔스,4
2022,01,보스니아-헤르체고비나,4
2022,01,보츠와나,4
2022,01,부탄,4
2022,01,영국속령지시민,4
2022,01,나우루,3
2022,01,마카오,3
2022,01,마케도니아,3
2022,01,몰디브,3
2022,01,바레인,3
2022,01,베냉,3
2022,01,사모아,3
2022,01,소말리아,3
2022,01,시에라리온,3
2022,01,아르메니아,3
2022,01,카보베르데,3
2022,01,쿠바,3
2022,01,파푸아뉴기니,3
2022,01,가이아나,2
2022,01,감비아,2
2022,01,니카라과,2
2022,01,말리,2
2022,01,벨리즈,2
2022,01,부룬디,2
2022,01,세이셸,2
2022,01,우루과이,2
2022,01,코소보,2
2022,01,가봉,1
2022,01,기니비사우,1
2022,01,나미비아,1
2022,01,도미니카연방,1
2022,01,마샬군도,1
2022,01,바하마,1
2022,01,부르키나파소,1
2022,01,영국보호민,1
2022,01,영국외지민,1
2022,01,잠비아,1
2022,01,중앙아프리카공화국,1
2022,01,지부티,1
2022,02,미국,21360
2022,02,중국,15263
2022,02,필리핀,9244
2022,02,베트남,6372
2022,02,인도네시아,4517
2022,02,미얀마,4308
2022,02,러시아연방,3520
2022,02,일본,3309
2022,02,인도,3303
2022,02,캐나다,2962
2022,02,프랑스,2873
2022,02,한국계중국인,2609
2022,02,독일,2411
2022,02,우즈베키스탄,1756
2022,02,태국,1669
2022,02,싱가포르,1509
2022,02,몽골,1328
2022,02,네덜란드,1177
2022,02,우크라이나,1122
2022,02,영국,1108
2022,02,타이완,1022
2022,02,네팔,1016
2022,02,캄보디아,1015
2022,02,말레이시아,1000
2022,02,방글라데시,726
2022,02,오스트레일리아,665
2022,02,파키스탄,621
2022,02,이탈리아,588
2022,02,터키,558
2022,02,폴란드,524
2022,02,카자흐스탄,499
2022,02,스리랑카,490
2022,02,멕시코,461
2022,02,남아프리카공화국,446
2022,02,핀란드,397
2022,02,루마니아,375
2022,02,스페인,354
2022,02,그리스,307
2022,02,홍콩,282
2022,02,벨기에,279
2022,02,브라질,275
2022,02,에티오피아,227
2022,02,스웨덴,224
2022,02,오스트리아,217
2022,02,뉴질랜드,217
2022,02,아랍에미리트연합,213
2022,02,포르투갈,211
2022,02,이집트,197
2022,02,크로아티아,194
2022,02,덴마크,194
2022,02,스위스,191
2022,02,키르기즈,183
2022,02,사우디아라비아,182
2022,02,리비아,163
2022,02,헝가리,160
2022,02,불가리아,160
2022,02,타지키스탄,154
2022,02,아일랜드,150
2022,02,모로코,137
2022,02,이란,129
2022,02,노르웨이,119
2022,02,라오스,109
2022,02,이스라엘,106
2022,02,시리아,105
2022,02,체코,99
2022,02,요르단,97
2022,02,이라크,93
2022,02,콜롬비아,88
2022,02,아제르바이잔,87
2022,02,나이지리아,86
2022,02,케냐,86
2022,02,칠레,84
2022,02,리투아니아,82
2022,02,라트비아,69
2022,02,탄자니아,66
2022,02,가나,64
2022,02,브루나이,55
2022,02,티모르민주공화국,55
2022,02,기타,50
2022,02,조지아,48
2022,02,튀니지,45
2022,02,페루,44
2022,02,벨로루시,41
2022,02,슬로바크,40
2022,02,세르비아,40
2022,02,알제리,37
2022,02,베네수엘라,37
2022,02,에콰도르,35
2022,02,몬테네그로,35
2022,02,레바논,33
2022,02,예멘공화국,32
2022,02,우간다,26
2022,02,카메룬,26
2022,02,아르헨티나,26
2022,02,에스토니아,25
2022,02,아이슬란드,25
2022,02,수단,23
2022,02,투르크메니스탄,23
2022,02,아프가니스탄,22
2022,02,슬로베니아,22
2022,02,세네갈,21
2022,02,룩셈부르크,20
2022,02,파나마,20
2022,02,르완다,20
2022,02,팔레스타인,16
2022,02,콩고민주공화국,15
2022,02,도미니카공화국,15
2022,02,잠비아,14
2022,02,말라위,13
2022,02,부룬디,13
2022,02,과테말라,13
2022,02,오만,13
2022,02,엘살바도르,13
2022,02,카타르,13
2022,02,볼리비아,12
2022,02,코트디부아르,12
2022,02,키프로스,12
2022,02,파라과이,11
2022,02,짐바브웨,11
2022,02,키리바시,10
2022,02,코스타리카,10
2022,02,몰도바,9
2022,02,자메이카,9
2022,02,가봉,8
2022,02,우루과이,8
2022,02,보스니아-헤르체고비나,8
2022,02,앙골라,8
2022,02,온두라스,8
2022,02,모리셔스,7
2022,02,피지,7
2022,02,알바니아,6
2022,02,영국보호민,5
2022,02,세이셸,5
2022,02,마케도니아,5
2022,02,마다가스카르,4
2022,02,에스와티니,4
2022,02,코모로,4
2022,02,도미니카연방,4
2022,02,말리,4
2022,02,바레인,4
2022,02,보츠와나,4
2022,02,부탄,4
2022,02,영국속령지시민,4
2022,02,트리니다드토바고,4
2022,02,쿠웨이트,4
2022,02,바누아투,3
2022,02,영국외지민,3
2022,02,시에라리온,3
2022,02,쿠바,3
2022,02,유고슬라비아,3
2022,02,기니,3
2022,02,몰타,3
2022,02,남수단공화국,2
2022,02,라이베리아,2
2022,02,레소토,2
2022,02,바베이도스,2
2022,02,세인트크리스토퍼네비스,2
2022,02,아이티,2
2022,02,차드,2
2022,02,부르키나파소,2
2022,02,감비아,2
2022,02,니카라과,2
2022,02,마카오,2
2022,02,사모아,2
2022,02,아르메니아,2
2022,02,모잠비크,2
2022,02,교황청,1
2022,02,모나코,1
2022,02,모리타니,1
2022,02,세인트빈센트그레나딘,1
2022,02,에리트레아,1
2022,02,적도기니,1
2022,02,콩고,1
2022,02,나미비아,1
2022,02,마샬군도,1
2022,02,바하마,1
2022,02,지부티,1
2022,02,가이아나,1
2022,02,벨리즈,1
2022,02,몰디브,1
2022,02,베냉,1
2022,03,중국,13523
2022,03,필리핀,11677
2022,03,베트남,7579
2022,03,미얀마,4845
2022,03,인도네시아,4403
2022,03,인도,3348
2022,03,싱가포르,2472
2022,03,한국계중국인,2243
2022,03,우즈베키스탄,1700
2022,03,일본,1697
2022,03,태국,1628
2022,03,네팔,1526
2022,03,몽골,1448
2022,03,캄보디아,1049
2022,03,방글라데시,935
2022,03,스리랑카,835
2022,03,말레이시아,642
2022,03,파키스탄,620
2022,03,터키,590
2022,03,타이완,523
2022,03,카자흐스탄,482
2022,03,키르기즈,225
2022,03,아랍에미리트연합,192
2022,03,이란,159
2022,03,홍콩,155
2022,03,사우디아라비아,147
2022,03,타지키스탄,143
2022,03,이스라엘,121
2022,03,시리아,113
2022,03,티모르민주공화국,109
2022,03,이라크,94
2022,03,요르단,93
2022,03,라오스,28
2022,03,레바논,26
2022,03,예멘공화국,24
2022,03,바레인,22
2022,03,키프로스,19
2022,03,쿠웨이트,12
2022,03,카타르,12
2022,03,오만,11
2022,03,아프가니스탄,10
2022,03,팔레스타인,7
2022,03,마카오,5
2022,03,투르크메니스탄,4
2022,03,브루나이,4
2022,03,몰디브,4
2022,03,부탄,2
2022,03,미국,22817
2022,03,캐나다,2724
2022,03,멕시코,307
2022,03,브라질,203
2022,03,페루,42
2022,03,콜롬비아,41
2022,03,아르헨티나,36
2022,03,칠레,31
2022,03,베네수엘라,30
2022,03,파나마,16
2022,03,에콰도르,14
2022,03,코스타리카,13
2022,03,엘살바도르,12
2022,03,볼리비아,9
2022,03,자메이카,8
2022,03,도미니카공화국,8
2022,03,트리니다드토바고,6
2022,03,과테말라,6
2022,03,파라과이,4
2022,03,도미니카연방,4
2022,03,우루과이,3
2022,03,바베이도스,3
2022,03,벨리즈,2
2022,03,쿠바,1
2022,03,세인트크리스토퍼네비스,1
2022,03,세인트빈센트그레나딘,1
2022,03,니카라과,1
2022,03,러시아연방,2567
2022,03,독일,1833
2022,03,프랑스,1730
2022,03,우크라이나,1066
2022,03,영국,1045
2022,03,네덜란드,994
2022,03,이탈리아,498
2022,03,루마니아,421
2022,03,그리스,418
2022,03,스페인,404
2022,03,폴란드,394
2022,03,불가리아,237
2022,03,크로아티아,207
2022,03,벨기에,194
2022,03,오스트리아,179
2022,03,핀란드,151
2022,03,스웨덴,144
2022,03,헝가리,133
2022,03,포르투갈,132
2022,03,스위스,121
2022,03,덴마크,115
2022,03,아일랜드,91
2022,03,아제르바이잔,72
2022,03,몬테네그로,64
2022,03,라트비아,64
2022,03,노르웨이,62
2022,03,체코,57
2022,03,세르비아,44
2022,03,벨로루시,40
2022,03,슬로바크,39
2022,03,리투아니아,32
2022,03,조지아,22
2022,03,아이슬란드,15
2022,03,에스토니아,12
2022,03,슬로베니아,11
2022,03,보스니아-헤르체고비나,9
2022,03,룩셈부르크,9
2022,03,영국속령지시민,6
2022,03,영국보호민,6
2022,03,알바니아,6
2022,03,몰도바,6
2022,03,아르메니아,4
2022,03,몰타,4
2022,03,코소보,2
2022,03,유고슬라비아,2
2022,03,마케도니아,2
2022,03,영국외지민,1
2022,03,안도라,1
2022,03,모나코,1
2022,03,교황청,1
2022,03,오스트레일리아,790
2022,03,뉴질랜드,234
2022,03,키리바시,38
2022,03,파푸아뉴기니,8
2022,03,통가,3
2022,03,피지,2
2022,03,팔라우,1
2022,03,미이크로네시아,1
2022,03,마샬군도,1
2022,03,이집트,229
2022,03,에티오피아,228
2022,03,남아프리카공화국,210
2022,03,리비아,203
2022,03,모로코,101
2022,03,나이지리아,84
2022,03,튀니지,62
2022,03,케냐,57
2022,03,알제리,33
2022,03,가나,33
2022,03,카메룬,25
2022,03,탄자니아,23
2022,03,우간다,16
2022,03,세네갈,15
2022,03,수단,12
2022,03,코트디부아르,10
2022,03,르완다,10
2022,03,말리,9
2022,03,콩고민주공화국,8
2022,03,잠비아,8
2022,03,앙골라,7
2022,03,부룬디,7
2022,03,말라위,7
2022,03,짐바브웨,6
2022,03,가봉,5
2022,03,차드,4
2022,03,모리셔스,3
2022,03,라이베리아,3
2022,03,기니,3
2022,03,토고,2
2022,03,콩고,2
2022,03,중앙아프리카공화국,2
2022,03,에리트레아,2
2022,03,시에라리온,2
2022,03,세이셸,2
2022,03,부르키나파소,2
2022,03,보츠와나,1
2022,03,베냉,1
2022,03,모잠비크,1
2022,03,마다가스카르,1
2022,03,레소토,1
2022,03,니제르,1
2022,03,나미비아,1
2022,03,기타,21
2022,04,필리핀,12493
2022,04,중국,9348
2022,04,베트남,8183
2022,04,미얀마,4742
2022,04,인도네시아,4419
2022,04,태국,4008
2022,04,싱가포르,3823
2022,04,인도,3191
2022,04,일본,2747
2022,04,한국계중국인,1765
2022,04,우즈베키스탄,1689
2022,04,네팔,1633
2022,04,터키,1425
2022,04,말레이시아,1305
2022,04,캄보디아,1286
2022,04,몽골,1243
2022,04,방글라데시,1145
2022,04,카자흐스탄,974
2022,04,파키스탄,713
2022,04,타이완,698
2022,04,스리랑카,637
2022,04,키르기즈,393
2022,04,라오스,281
2022,04,이스라엘,248
2022,04,아랍에미리트연합,236
2022,04,타지키스탄,225
2022,04,홍콩,158
2022,04,티모르민주공화국,150
2022,04,이라크,125
2022,04,이란,85
2022,04,사우디아라비아,72
2022,04,시리아,54
2022,04,레바논,47
2022,04,요르단,40
2022,04,예멘공화국,26
2022,04,키프로스,20
2022,04,카타르,18
2022,04,오만,17
2022,04,쿠웨이트,12
2022,04,아프가니스탄,9
2022,04,마카오,6
2022,04,부탄,5
2022,04,팔레스타인,4
2022,04,바레인,3
2022,04,몰디브,2
2022,04,투르크메니스탄,1
2022,04,브루나이,1
2022,04,미국,35858
2022,04,캐나다,5626
2022,04,멕시코,531
2022,04,브라질,415
2022,04,콜롬비아,143
2022,04,아르헨티나,87
2022,04,칠레,86
2022,04,아이티,58
2022,04,베네수엘라,47
2022,04,페루,46
2022,04,에콰도르,37
2022,04,도미니카공화국,26
2022,04,코스타리카,23
2022,04,파나마,22
2022,04,엘살바도르,18
2022,04,온두라스,14
2022,04,볼리비아,13
2022,04,파라과이,12
2022,04,과테말라,11
2022,04,자메이카,9
2022,04,트리니다드토바고,8
2022,04,세인트크리스토퍼네비스,8
2022,04,우루과이,6
2022,04,도미니카연방,5
2022,04,바베이도스,3
2022,04,니카라과,3
2022,04,쿠바,1
2022,04,앤티카바부다,1
2022,04,바하마,1
2022,04,가이아나,1
2022,04,독일,3529
2022,04,프랑스,3379
2022,04,러시아(연방),2923
2022,04,영국,2247
2022,04,네덜란드,1737
2022,04,우크라이나,1058
2022,04,이탈리아,860
2022,04,스페인,837
2022,04,폴란드,633
2022,04,스위스,484
2022,04,덴마크,414
2022,04,벨기에,401
2022,04,루마니아,378
2022,04,스웨덴,373
2022,04,오스트리아,342
2022,04,그리스,292
2022,04,핀란드,284
2022,04,노르웨이,269
2022,04,포르투갈,249
2022,04,아일랜드,247
2022,04,불가리아,203
2022,04,헝가리,193
2022,04,크로아티아,171
2022,04,체코,167
2022,04,아제르바이잔,85
2022,04,세르비아,70
2022,04,리투아니아,68
2022,04,슬로바크,65
2022,04,라트비아,64
2022,04,몬테네그로,62
2022,04,에스토니아,44
2022,04,벨로루시,36
2022,04,조지아,31
2022,04,룩셈부르크,26
2022,04,아이슬란드,24
2022,04,슬로베니아,17
2022,04,알바니아,13
2022,04,영국보호민,12
2022,04,보스니아-헤르체고비나,10
2022,04,유고슬라비아,7
2022,04,아르메니아,5
2022,04,몰타,5
2022,04,몰도바,5
2022,04,코소보,3
2022,04,마케도니아,3
2022,04,영국속령지시민,1
2022,04,안도라,1
2022,04,모나코,1
2022,04,리히텐슈타인,1
2022,04,교황청,1
2022,04,오스트레일리아,2528
2022,04,뉴질랜드,519
2022,04,키리바시,13
2022,04,사모아,8
2022,04,피지,7
2022,04,바누아투,7
2022,04,팔라우,5
2022,04,파푸아뉴기니,3
2022,04,통가,3
2022,04,솔로몬군도,2
2022,04,마샬군도,1
2022,04,남아프리카공화국,290
2022,04,에티오피아,196
2022,04,이집트,187
2022,04,모로코,92
2022,04,케냐,82
2022,04,튀니지,56
2022,04,리비아,55
2022,04,나이지리아,53
2022,04,가나,50
2022,04,탄자니아,39
2022,04,알제리,26
2022,04,르완다,22
2022,04,수단,19
2022,04,세네갈,15
2022,04,부룬디,15
2022,04,우간다,13
2022,04,앙골라,12
2022,04,콩고민주공화국,9
2022,04,코트디부아르,9
2022,04,잠비아,9
2022,04,짐바브웨,8
2022,04,감비아,8
2022,04,카메룬,7
2022,04,보츠와나,7
2022,04,모리셔스,7
2022,04,콩고,6
2022,04,말리,6
2022,04,마다가스카르,5
2022,04,라이베리아,4
2022,04,에스와티니,3
2022,04,가봉,3
2022,04,적도기니,2
2022,04,세이셸,2
2022,04,베냉,2
2022,04,모잠비크,2
2022,04,말라위,2
2022,04,시에라리온,1
2022,04,부르키나파소,1
2022,04,레소토,1
2022,04,나미비아,1
2022,04,기니,1
2022,04,기타,39
2022,05,필리핀,14630
2022,05,베트남,11594
2022,05,중국,9822
2022,05,태국,9242
2022,05,싱가포르,6825
2022,05,인도네시아,5754
2022,05,미얀마,5634
2022,05,일본,4382
2022,05,인도,4359
2022,05,카자흐스탄,3303
2022,05,우즈베키스탄,2727
2022,05,한국계중국인,2715
2022,05,말레이시아,2458
2022,05,네팔,2169
2022,05,터키,2058
2022,05,캄보디아,1987
2022,05,몽골,1408
2022,05,방글라데시,1138
2022,05,타이완,1008
2022,05,스리랑카,774
2022,05,파키스탄,727
2022,05,이스라엘,458
2022,05,사우디아라비아,419
2022,05,라오스,377
2022,05,키르기즈,351
2022,05,홍콩,326
2022,05,아랍에미리트연합,287
2022,05,타지키스탄,163
2022,05,티모르민주공화국,157
2022,05,이란,151
2022,05,시리아,100
2022,05,이라크,94
2022,05,카타르,88
2022,05,요르단,80
2022,05,오만,65
2022,05,쿠웨이트,50
2022,05,레바논,48
2022,05,예멘공화국,43
2022,05,키프로스,18
2022,05,브루나이,17
2022,05,바레인,15
2022,05,아프가니스탄,13
2022,05,부탄,10
2022,05,마카오,8
2022,05,투르크메니스탄,4
2022,05,팔레스타인,1
2022,05,몰디브,1
2022,05,미국,46905
2022,05,캐나다,7146
2022,05,멕시코,601
2022,05,브라질,590
2022,05,콜롬비아,202
2022,05,아르헨티나,116
2022,05,아이티,106
2022,05,칠레,101
2022,05,페루,98
2022,05,에콰도르,82
2022,05,베네수엘라,39
2022,05,파라과이,33
2022,05,도미니카공화국,33
2022,05,코스타리카,24
2022,05,파나마,20
2022,05,과테말라,20
2022,05,엘살바도르,19
2022,05,온두라스,16
2022,05,자메이카,15
2022,05,우루과이,14
2022,05,볼리비아,14
2022,05,트리니다드토바고,12
2022,05,도미니카연방,8
2022,05,니카라과,8
2022,05,세인트크리스토퍼네비스,6
2022,05,세인트루시아,5
2022,05,쿠바,4
2022,05,바베이도스,4
2022,05,가이아나,3
2022,05,세인트빈센트그레나딘,2
2022,05,그레나다,2
2022,05,수리남,1
2022,05,벨리즈,1
2022,05,독일,4769
2022,05,프랑스,4286
2022,05,러시아연방,3699
2022,05,영국,3188
2022,05,네덜란드,2011
2022,05,이탈리아,1347
2022,05,우크라이나,1080
2022,05,폴란드,869
2022,05,스페인,827
2022,05,오스트리아,550
2022,05,벨기에,539
2022,05,스웨덴,538
2022,05,스위스,492
2022,05,덴마크,469
2022,05,그리스,425
2022,05,루마니아,417
2022,05,핀란드,415
2022,05,노르웨이,390
2022,05,아일랜드,287
2022,05,헝가리,270
2022,05,포르투갈,256
2022,05,불가리아,253
2022,05,체코,168
2022,05,크로아티아,145
2022,05,아제르바이잔,141
2022,05,라트비아,114
2022,05,리투아니아,109
2022,05,슬로바크,71
2022,05,몬테네그로,69
2022,05,세르비아,64
2022,05,에스토니아,46
2022,05,슬로베니아,44
2022,05,조지아,36
2022,05,벨로루시,32
2022,05,아이슬란드,31
2022,05,룩셈부르크,29
2022,05,알바니아,23
2022,05,영국보호민,11
2022,05,몰도바,11
2022,05,유고슬라비아,9
2022,05,몰타,8
2022,05,아르메니아,6
2022,05,코소보,4
2022,05,영국속령지시민,2
2022,05,북마케도니아,2
2022,05,영국외지민,1
2022,05,산마리노,1
2022,05,보스니아헤르체고비나,1
2022,05,교황청,1
2022,05,오스트레일리아,3680
2022,05,뉴질랜드,843
2022,05,피지,17
2022,05,파푸아뉴기니,8
2022,05,키리바시,4
2022,05,바누아투,2
2022,05,사모아,1
2022,05,나우루,1
2022,05,에티오피아,401
2022,05,남아프리카공화국,375
2022,05,이집트,256
2022,05,모로코,213
2022,05,나이지리아,194
2022,05,리비아,88
2022,05,튀니지,87
2022,05,케냐,82
2022,05,가나,52
2022,05,탄자니아,46
2022,05,알제리,44
2022,05,카메룬,33
2022,05,우간다,24
2022,05,콩고민주공화국,22
2022,05,수단,20
2022,05,앙골라,19
2022,05,말리,17
2022,05,짐바브웨,16
2022,05,모리셔스,14
2022,05,중앙아프리카공화국,13
2022,05,르완다,13
2022,05,레소토,13
2022,05,세네갈,12
2022,05,코트디부아르,11
2022,05,적도기니,8
2022,05,시에라리온,8
2022,05,부르키나파소,8
2022,05,말라위,8
2022,05,가봉,8
2022,05,기니,7
2022,05,부룬디,6
2022,05,모잠비크,6
2022,05,잠비아,5
2022,05,베냉,5
2022,05,나미비아,5
2022,05,토고,4
2022,05,콩고,4
2022,05,보츠와나,4
2022,05,마다가스카르,4
2022,05,니제르,4
2022,05,감비아,4
2022,05,에스와티니,3
2022,05,세이셸,3
2022,05,상투메프린시페,3
2022,05,라이베리아,3
2022,05,소말리아,2
2022,05,기니비사우,2
2022,05,지부티,1
2022,05,모리타니,1
2022,05,기타,77
2022,06,베트남,18572
2022,06,태국,17332
2022,06,필리핀,15732
2022,06,중국,11092
2022,06,싱가포르,10498
2022,06,인도네시아,8360
2022,06,일본,6785
2022,06,미얀마,5306
2022,06,인도,5244
2022,06,카자흐스탄,5230
2022,06,몽골,4193
2022,06,우즈베키스탄,3856
2022,06,말레이시아,3463
2022,06,한국계중국인,3366
2022,06,네팔,3240
2022,06,캄보디아,1969
2022,06,튀르키예,1620
2022,06,스리랑카,1466
2022,06,타이완,1282
2022,06,방글라데시,1261
2022,06,파키스탄,800
2022,06,홍콩,664
2022,06,사우디아라비아,565
2022,06,키르기즈,530
2022,06,이스라엘,455
2022,06,아랍에미리트연합,400
2022,06,이란,205
2022,06,타지키스탄,172
2022,06,요르단,167
2022,06,시리아,144
2022,06,라오스,135
2022,06,티모르민주공화국,123
2022,06,이라크,104
2022,06,카타르,101
2022,06,쿠웨이트,82
2022,06,레바논,71
2022,06,예멘공화국,67
2022,06,오만,51
2022,06,아프가니스탄,34
2022,06,키프로스,33
2022,06,브루나이,31
2022,06,바레인,31
2022,06,팔레스타인,19
2022,06,부탄,12
2022,06,투르크메니스탄,7
2022,06,몰디브,7
2022,06,마카오,7
2022,06,미국,60140
2022,06,캐나다,7318
2022,06,브라질,734
2022,06,멕시코,569
2022,06,콜롬비아,216
2022,06,칠레,166
2022,06,아르헨티나,119
2022,06,페루,83
2022,06,파라과이,62
2022,06,에콰도르,46
2022,06,코스타리카,42
2022,06,베네수엘라,41
2022,06,자메이카,25
2022,06,파나마,24
2022,06,엘살바도르,21
2022,06,도미니카공화국,19
2022,06,과테말라,18
2022,06,세인트크리스토퍼네비스,13
2022,06,도미니카연방,12
2022,06,온두라스,10
2022,06,트리니다드토바고,9
2022,06,우루과이,9
2022,06,쿠바,7
2022,06,앤티카바부다,6
2022,06,볼리비아,5
2022,06,아이티,4
2022,06,바베이도스,4
2022,06,벨리즈,3
2022,06,니카라과,3
2022,06,세인트빈센트그레나딘,2
2022,06,바하마,1
2022,06,그레나다,1
2022,06,독일,5069
2022,06,러시아(연방),4676
2022,06,프랑스,4294
2022,06,영국,3624
2022,06,네덜란드,2031
2022,06,이탈리아,1366
2022,06,우크라이나,1120
2022,06,폴란드,1018
2022,06,스페인,931
2022,06,스웨덴,800
2022,06,벨기에,576
2022,06,스위스,568
2022,06,핀란드,513
2022,06,노르웨이,478
2022,06,덴마크,466
2022,06,오스트리아,450
2022,06,루마니아,435
2022,06,그리스,410
2022,06,아일랜드,371
2022,06,포르투갈,309
2022,06,불가리아,291
2022,06,헝가리,274
2022,06,체코,231
2022,06,리투아니아,152
2022,06,크로아티아,148
2022,06,슬로바크,133
2022,06,아제르바이잔,105
2022,06,라트비아,103
2022,06,조지아,99
2022,06,세르비아,89
2022,06,몬테네그로,48
2022,06,에스토니아,45
2022,06,슬로베니아,40
2022,06,룩셈부르크,37
2022,06,벨로루시,33
2022,06,영국보호민,29
2022,06,몰타,15
2022,06,몰도바,14
2022,06,아이슬란드,13
2022,06,알바니아,11
2022,06,아르메니아,11
2022,06,보스니아-헤르체고비나,9
2022,06,유고슬라비아,4
2022,06,영국속령지시민,2
2022,06,리히텐슈타인,2
2022,06,안도라,1
2022,06,산마리노,1
2022,06,북마케도니아,1
2022,06,오스트레일리아,4229
2022,06,뉴질랜드,990
2022,06,피지,33
2022,06,키리바시,14
2022,06,팔라우,4
2022,06,바누아투,3
2022,06,파푸아뉴기니,2
2022,06,미이크로네시아,1
2022,06,마샬군도,1
2022,06,에티오피아,409
2022,06,이집트,347
2022,06,남아프리카공화국,311
2022,06,모로코,213
2022,06,튀니지,100
2022,06,나이지리아,94
2022,06,케냐,91
2022,06,가나,82
2022,06,리비아,70
2022,06,탄자니아,40
2022,06,알제리,39
2022,06,코트디부아르,36
2022,06,수단,27
2022,06,세네갈,25
2022,06,우간다,19
2022,06,모잠비크,19
2022,06,모리셔스,17
2022,06,짐바브웨,16
2022,06,카메룬,15
2022,06,르완다,15
2022,06,라이베리아,12
2022,06,잠비아,11
2022,06,말리,11
2022,06,콩고민주공화국,9
2022,06,시에라리온,9
2022,06,부르키나파소,8
2022,06,부룬디,8
2022,06,보츠와나,8
2022,06,카보베르데,7
2022,06,앙골라,7
2022,06,마다가스카르,7
2022,06,니제르,6
2022,06,베냉,5
2022,06,나미비아,5
2022,06,가봉,5
2022,06,에스와티니,4
2022,06,세이셸,4
2022,06,레소토,4
2022,06,기니,4
2022,06,적도기니,3
2022,06,기니비사우,3
2022,06,토고,2
2022,06,콩고,2
2022,06,말라위,2
2022,06,감비아,2
2022,06,지부티,1
2022,06,중앙아프리카공화국,1
2022,06,모리타니,1
2022,06,기타,39
2022,07,베트남,24999
2022,07,필리핀,18873
2022,07,태국,17427
2022,07,중국,16002
2022,07,일본,13069
2022,07,인도네시아,9125
2022,07,싱가포르,7880
2022,07,인도,6764
2022,07,미얀마,6678
2022,07,몽골,6392
2022,07,우즈베키스탄,4898
2022,07,카자흐스탄,4886
2022,07,한국계중국인,4011
2022,07,말레이시아,3845
2022,07,네팔,2973
2022,07,캄보디아,2294
2022,07,타이완,2201
2022,07,튀르키예,1631
2022,07,스리랑카,1441
2022,07,방글라데시,1389
2022,07,홍콩,1237
2022,07,파키스탄,885
2022,07,사우디아라비아,869
2022,07,키르기즈,633
