급,감염병,연결등급,계열,지침명,등록일,URL
제2급,성홍열,direct,,2018년 성홍열 관리지침,2018.07.16,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716554798814&q_clsfNo=0
제2급,성홍열,direct,,2017년 성홍열 집단발생보고 결과보고 양식,2018.07.16,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716519199302&q_clsfNo=0
제2급,성홍열,direct,,[제3군] 성홍열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218794/artclView.do
제2급,성홍열,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,성홍열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,세균성이질,direct,,세균성이질 관리지침,2001.12.10,https://www.kdca.go.kr/bbs/kdca/50/219472/artclView.do
제2급,세균성이질,direct,,[제1군] 세균성이질,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218781/artclView.do
제2급,세균성이질,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,세균성이질,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,세균성이질,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,수두,direct,,2006 수두관리지침,2006.09.21,https://www.kdca.go.kr/bbs/kdca/55/227197/artclView.do
제2급,수두,direct,,"수두, 유행성이하선염의 예방 및 관리",2009.07.15,https://www.kdca.go.kr/bbs/kdca/49/218842/artclView.do
제2급,수두,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,수두,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,수두,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,수두,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,수막구균 감염증,direct,,"2023년도 호흡기감염병 관리지침 (수막구균감염증, 성홍열, 급성호흡기감염증)",2023.04.06,https://www.kdca.go.kr/bbs/kdca/55/228114/artclView.do
제2급,수막구균 감염증,direct,,2022년도 수막구균 감염증 관리 지침,2022.03.07,https://www.kdca.go.kr/bbs/kdca/55/227981/artclView.do
제2급,수막구균 감염증,direct,,2018년도 수막구균성수막염 관리지침,2018.09.12,https://www.kdca.go.kr/bbs/kdca/55/227665/artclView.do
제2급,수막구균 감염증,direct,,수막구균성 수막염 관리지침 신규 제정,2003.01.21,https://www.kdca.go.kr/bbs/kdca/50/219649/artclView.do
제2급,수막구균 감염증,direct,,2002년 수막구균성수막염 지침,2018.07.10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710566397522&q_clsfNo=0
제2급,수막구균 감염증,direct,,[제3군] 수막구균성수막염,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218795/artclView.do
제2급,수막구균 감염증,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,수막구균 감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,유행성이하선염,direct,,"수두, 유행성이하선염의 예방 및 관리",2009.07.15,https://www.kdca.go.kr/bbs/kdca/49/218842/artclView.do
제2급,유행성이하선염,direct,,[제2군] 유행성이하선염,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218787/artclView.do
제2급,유행성이하선염,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,유행성이하선염,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,유행성이하선염,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,유행성이하선염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,장출혈성대장균감염증,direct,,[제1군] 장출혈성대장균감염증,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218782/artclView.do
제2급,장출혈성대장균감염증,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,장출혈성대장균감염증,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,장출혈성대장균감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,장티푸스,direct,,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제2급,장티푸스,direct,,감염병 위기 사회대응 매뉴얼(2026),2026.08.18,https://www.kdca.go.kr/bbs/kdca/55/312241/artclView.do
제2급,장티푸스,direct,,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,장티푸스,direct,,2026 검역감염병 대응지침,2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311900/artclView.do
제2급,장티푸스,direct,,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,장티푸스,direct,,2026년 감염병 관리 사업 안내 지침,2026.05.28,https://www.kdca.go.kr/bbs/kdca/55/311242/artclView.do
제2급,장티푸스,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,장티푸스,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,장티푸스,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,direct,,2026년 CRE 감염증 감소전략 운영 사업 지침,2026.05.20,https://www.kdca.go.kr/bbs/kdca/55/311153/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,direct,,2019년도 의료관련감염병(VRSA.CRE) 관리지침,2019.09.16,https://www.kdca.go.kr/bbs/kdca/55/227723/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,direct,,카바페넴내성장내세균속균종(CRE) 감염증 사례조사서,2023.09.04,https://www.kdca.go.kr/bbs/kdca/57/228493/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,direct,,"전수감시 의료관련감염병(VRSA,CRE)_자주묻는질문",2017.10.31,https://www.kdca.go.kr/bbs/kdca/55/227599/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,group,의료관련,2026년 의료관련감염병 지역 의료기관 네트워크 운영 사업 지침,2026.03.13,https://www.kdca.go.kr/bbs/kdca/55/310439/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,group,의료관련,2026년도 의료관련감염병 관리지침,2026.02.02,https://www.kdca.go.kr/bbs/kdca/55/309968/artclView.do
제2급,카바페넴내성장내세균목(CRE) 감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,콜레라,direct,,2002년 콜레라방역관리 지침,2018.07.10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710779201400&q_clsfNo=0
제2급,콜레라,direct,,2002콜레라관리지침,2002.08.28,https://www.kdca.go.kr/bbs/kdca/55/227142/artclView.do
제2급,콜레라,direct,,'02년 콜레라관리 지침,2002.07.31,https://www.kdca.go.kr/bbs/kdca/50/219580/artclView.do
제2급,콜레라,direct,,2026년 1분기 콜레라 검역관리지역 추가 안내,2025.12.29,https://www.kdca.go.kr/bbs/kdca/50/309481/artclView.do
제2급,콜레라,direct,,[제1군] 콜레라,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218777/artclView.do
제2급,콜레라,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,콜레라,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,콜레라,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제2급,콜레라,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제2급,콜레라,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,파라티푸스,direct,,[제1군] 파라티푸스,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218780/artclView.do
제2급,파라티푸스,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,파라티푸스,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,파라티푸스,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,폐렴구균 감염증,direct,,2016년 노인 폐렴구균 예방접종사업 관리 지침,2016.06.08,https://www.kdca.go.kr/bbs/kdca/55/227487/artclView.do
제2급,폐렴구균 감염증,direct,,2015 노인 폐렴구균 예방접종사업 관리지침,2015.02.03,https://www.kdca.go.kr/bbs/kdca/55/227435/artclView.do
제2급,폐렴구균 감염증,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,폐렴구균 감염증,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,폐렴구균 감염증,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,폐렴구균 감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,폴리오,direct,,폴리오 대응 지침(2024년 개정),2024.04.24,https://www.kdca.go.kr/bbs/kdca/55/228209/artclView.do
제2급,폴리오,direct,,2020년도 폴리오 발생대비 및 대응 지침,2020.11.18,https://www.kdca.go.kr/bbs/kdca/55/227800/artclView.do
제2급,폴리오,direct,,소아마비(폴리오) 환자 역학조사서,2002.02.01,https://www.kdca.go.kr/bbs/kdca/50/219497/artclView.do
제2급,폴리오,direct,,[제2군] 폴리오,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218789/artclView.do
제2급,폴리오,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제2급,폴리오,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제2급,폴리오,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,폴리오,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,폴리오,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,풍진,direct,,[제2군] 풍진,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218788/artclView.do
제2급,풍진,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,풍진,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,풍진,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,풍진,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,한센병,direct,,2026년도 한센병사업관리지침,2026.02.24,https://www.kdca.go.kr/bbs/kdca/55/310222/artclView.do
제2급,한센병,direct,,한센병 관리지침,2002.04.23,https://www.kdca.go.kr/bbs/kdca/55/227137/artclView.do
제2급,한센병,direct,,한센병관리사업지침-교육일정총괄 및 대상자-,2001.03.23,https://www.kdca.go.kr/bbs/kdca/50/219303/artclView.do
제2급,한센병,direct,,한센병관리사업지침-보고체계-,2001.03.23,https://www.kdca.go.kr/bbs/kdca/50/219302/artclView.do
제2급,한센병,direct,,한센병관리사업지침-서식-,2001.03.16,https://www.kdca.go.kr/bbs/kdca/50/219298/artclView.do
제2급,한센병,direct,,한센병관리사업지침-지침서-,2001.03.16,https://www.kdca.go.kr/bbs/kdca/50/219297/artclView.do
제2급,한센병,group,결핵,2026 국가결핵관리지침,2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309608/artclView.do
제2급,한센병,group,결핵,2025 국가결핵관리지침(시스템 이용 설명서 2종),2024.12.31,https://www.kdca.go.kr/bbs/kdca/55/228259/artclView.do
제2급,한센병,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,홍역,direct,,홍역 대응 지침(2026.5.),2026.05.11,https://www.kdca.go.kr/bbs/kdca/55/311031/artclView.do
제2급,홍역,direct,,2019 홍역 대응 지침(최종),2019.07.04,https://www.kdca.go.kr/bbs/kdca/55/227711/artclView.do
제2급,홍역,direct,,홍역관리지침,2014.06.03,https://www.kdca.go.kr/bbs/kdca/55/227416/artclView.do
제2급,홍역,direct,,"학교, 의료기관, 보건소용 홍역 관리지침(2014년 5월 개정판)",2014.06.03,https://www.kdca.go.kr/bbs/kdca/55/227414/artclView.do
제2급,홍역,direct,,홍역 면역도 조사 지침 및 보건소 면역도 조사관리 카드 양식,2007.03.09,https://www.kdca.go.kr/bbs/kdca/57/228334/artclView.do
제2급,홍역,direct,,2006년 홍역감시관리지침,2006.03.23,https://www.kdca.go.kr/bbs/kdca/55/227184/artclView.do
제2급,홍역,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,홍역,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제2급,홍역,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제2급,홍역,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,홍역,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,홍역,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,B형간염,direct,,"2016년도 B형간염 주산기감염 예방사업 안내(보건소용, 의료기관용)",2016.01.05,https://www.kdca.go.kr/bbs/kdca/55/227463/artclView.do
제3급,B형간염,direct,,B형간염수직감염 예방사업-보건소용지침,2002.07.02,https://www.kdca.go.kr/bbs/kdca/50/219566/artclView.do
제3급,B형간염,direct,,B형간염수직감염 예방사업-의료기관용지침,2002.07.02,https://www.kdca.go.kr/bbs/kdca/50/219565/artclView.do
제3급,B형간염,direct,,산모 B형 간염 표본감시 신고서식,2010.03.03,https://www.kdca.go.kr/bbs/kdca/57/228374/artclView.do
제3급,B형간염,direct,,[제2군] B형 간염,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218790/artclView.do
제3급,B형간염,group,간염,2026년도 바이러스 간염 관리지침(A형·B형·C형·E형),2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309601/artclView.do
제3급,B형간염,group,간염,일차 의료기관용 바이러스 간염(B형·C형) 진료 지침,2025.07.11,https://www.kdca.go.kr/bbs/kdca/55/228301/artclView.do
제3급,B형간염,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제3급,B형간염,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제3급,B형간염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,C형간염,direct,,2022년도 C형간염 관리지침,2022.04.13,https://www.kdca.go.kr/bbs/kdca/55/228008/artclView.do
제3급,C형간염,direct,,2020년도 C형간염 지침,2020.03.10,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200310245616631&q_clsfNo=0
제3급,C형간염,direct,,2011 C형간염 표본감시 안내지침,2011.01.27,https://www.kdca.go.kr/bbs/kdca/55/227310/artclView.do
제3급,C형간염,direct,,C형 간염예방 포스터,2011.10.28,https://www.kdca.go.kr/bbs/kdca/49/218897/artclView.do
제3급,C형간염,group,간염,2026년도 바이러스 간염 관리지침(A형·B형·C형·E형),2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309601/artclView.do
제3급,C형간염,group,간염,일차 의료기관용 바이러스 간염(B형·C형) 진료 지침,2025.07.11,https://www.kdca.go.kr/bbs/kdca/55/228301/artclView.do
제3급,C형간염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,공수병,direct,,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,공수병,direct,,2018년도 공수병 관리지침,2018.09.21,https://www.kdca.go.kr/bbs/kdca/55/227668/artclView.do
제3급,공수병,direct,,2015년 공수병 예방관리 지침,2018.07.16,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716238815426&q_clsfNo=0
제3급,공수병,direct,,2007년도 공수병지침,2007.05.01,https://www.kdca.go.kr/bbs/kdca/55/227210/artclView.do
제3급,공수병,direct,,공수병예방관리 지침 발간안내,2002.09.18,https://www.kdca.go.kr/bbs/kdca/50/219604/artclView.do
제3급,공수병,direct,,공수병 역학과 관리,2015.03.27,https://www.kdca.go.kr/bbs/kdca/55/227438/artclView.do
제3급,공수병,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,공수병,group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제3급,공수병,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,뎅기열,direct,,[제4군] 뎅기열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218807/artclView.do
제3급,뎅기열,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,뎅기열,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,뎅기열,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제3급,뎅기열,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제3급,뎅기열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,라임병,direct,,라임병 관리 지침,2012.10.10,https://www.kdca.go.kr/bbs/kdca/55/227357/artclView.do
제3급,라임병,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,라임병,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,라임병,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,레지오넬라증,direct,,2026년도 레지오넬라증 관리지침,2026.01.30,https://www.kdca.go.kr/bbs/kdca/55/309941/artclView.do
제3급,레지오넬라증,direct,,시설별 설비별 레지오넬라증 관리 가이드라인,2024.05.20,https://www.kdca.go.kr/bbs/kdca/55/228217/artclView.do
제3급,레지오넬라증,direct,,"2022년도 호흡기감염병(성홍열, 레지오넬라증, 급성호흡기감염증) 관리 지침",2022.03.07,https://www.kdca.go.kr/bbs/kdca/55/227983/artclView.do
제3급,레지오넬라증,direct,,레지오넬라증 지침,2014.06.03,https://www.kdca.go.kr/bbs/kdca/55/227415/artclView.do
제3급,레지오넬라증,direct,,[제3군] 레지오넬라증,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218796/artclView.do
제3급,레지오넬라증,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제3급,레지오넬라증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,렙토스피라증,direct,,[제3군] 렙토스피라증,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218800/artclView.do
제3급,렙토스피라증,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,렙토스피라증,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,렙토스피라증,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,렙토스피라증,group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제3급,렙토스피라증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,말라리아,direct,,말라리아 진료가이드(제3판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310605/artclView.do
제3급,말라리아,direct,,2026년도 말라리아 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310433/artclView.do
제3급,말라리아,direct,,의료인을 위한 말라리아 예방 및 관리 안내서(소책자),2024.07.18,https://www.kdca.go.kr/bbs/kdca/55/228230/artclView.do
제3급,말라리아,direct,,2024년도 말라리아 관리지침 및 복약수첩,2024.03.19,https://www.kdca.go.kr/bbs/kdca/55/228196/artclView.do
제3급,말라리아,direct,,2015년 해외여행을 위한 말라리아 예방지침 개정(안),2018.07.16,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180716244644092&q_clsfNo=0
제3급,말라리아,direct,,2015년도 국내 말라리아 관리지침,2015.05.26,https://www.kdca.go.kr/bbs/kdca/55/227442/artclView.do
제3급,말라리아,group,모기매개,2026년도 바이러스성 모기매개감염병 관리지침,2026.03.12,https://www.kdca.go.kr/bbs/kdca/55/310434/artclView.do
제3급,말라리아,group,모기매개,2024년 주요 감염병 매개모기 방제지침(개정판),2024.03.15,https://www.kdca.go.kr/bbs/kdca/55/228191/artclView.do
제3급,말라리아,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,매독,direct,,2025년 매독 신고 안내서,2025.03.31,https://www.kdca.go.kr/bbs/kdca/55/228289/artclView.do
제3급,매독,direct,,선천성매독 신고서,2010.04.28,https://www.kdca.go.kr/bbs/kdca/57/228378/artclView.do
제3급,매독,direct,,"[매독 역학조사 관련] 매독 역학조사와 관련하여 민감정보 수집, 이용 및 제3자 제공 동의에 대한 안내문입니다.",2025.03.18,https://www.kdca.go.kr/bbs/kdca/57/228500/artclView.do
제3급,매독,group,성매개,2026년 성매개감염병 관리지침,2026.03.03,https://www.kdca.go.kr/bbs/kdca/55/310321/artclView.do
제3급,매독,group,성매개,2022년 성매개감염병 관리지침 서식모음,2022.02.14,https://www.kdca.go.kr/bbs/kdca/57/228485/artclView.do
제3급,매독,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,발진열,direct,,[제3군] 발진열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218798/artclView.do
제3급,발진열,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,발진열,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,발진열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,발진티푸스,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제3급,발진티푸스,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제3급,발진티푸스,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제3급,브루셀라증,direct,,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제3급,브루셀라증,direct,,인수공통감염병 공동 역학조사 매뉴얼(2.브루셀라증(병)),2022.11.10,https://www.kdca.go.kr/bbs/kdca/55/228070/artclView.do
제3급,브루셀라증,direct,,2018년도 브루셀라증 관리지침,2018.09.21,https://www.kdca.go.kr/bbs/kdca/55/227669/artclView.do
