급,감염병,연결등급,계열,지침명,등록일,URL
제1급,두창,direct,,2023년 제1급감염병 두창·페스트·탄저·보툴리눔독소증·야토병 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421731941239&q_clsfNo=0
제1급,두창,direct,,원숭이두창 치료제 사용 안내서(2판) 개정,2022.09.08,https://www.kdca.go.kr/bbs/kdca/55/228059/artclView.do
제1급,두창,direct,,원숭이두창 대응지침(지자체용) 제3판,2022.08.16,https://www.kdca.go.kr/bbs/kdca/55/228054/artclView.do
제1급,두창,direct,,원숭이두창 검사실 진단 지침(제1판),2022.06.22,https://www.kdca.go.kr/bbs/kdca/55/228033/artclView.do
제1급,두창,group,1급_생물테러,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,두창,group,1급_생물테러,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,두창,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,디프테리아,direct,,[제2군] 디프테리아,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218783/artclView.do
제1급,디프테리아,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제1급,디프테리아,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제1급,디프테리아,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제1급,디프테리아,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,라싸열,direct,,라싸열 대응지침(제1판),2017.02.22,https://www.kdca.go.kr/bbs/kdca/55/227543/artclView.do
제1급,라싸열,direct,,[제4군] 라싸열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218810/artclView.do
제1급,라싸열,group,1급_출혈열,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제1급,라싸열,group,1급_출혈열,2023년 제1급감염병 바이러스성출혈열 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421136838350&q_clsfNo=0
제1급,라싸열,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,라싸열,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,라싸열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,리프트밸리열,group,1급_출혈열,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제1급,리프트밸리열,group,1급_출혈열,2023년 제1급감염병 바이러스성출혈열 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421136838350&q_clsfNo=0
제1급,리프트밸리열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,마버그열,direct,,[제4군] 마버그열,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218808/artclView.do
제1급,마버그열,group,1급_출혈열,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제1급,마버그열,group,1급_출혈열,2023년 제1급감염병 바이러스성출혈열 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421136838350&q_clsfNo=0
제1급,마버그열,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,마버그열,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,마버그열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,보툴리눔독소증,direct,,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,보툴리눔독소증,direct,,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,보툴리눔독소증,direct,,2023년 제1급감염병 두창·페스트·탄저·보툴리눔독소증·야토병 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421731941239&q_clsfNo=0
제1급,보툴리눔독소증,direct,,"두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침입니다.",2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125628280733&q_clsfNo=0
제1급,보툴리눔독소증,group,1급_생물테러,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,보툴리눔독소증,group,1급_생물테러,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,보툴리눔독소증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,신종감염병증후군,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,신종인플루엔자,direct,,신종 인플루엔자 대유행 대비 진료 지침 교육 워크숍,2009.10.05,https://www.kdca.go.kr/bbs/kdca/49/218845/artclView.do
제1급,신종인플루엔자,direct,,신종인플루엔자 사례조사서,2009.08.31,https://www.kdca.go.kr/bbs/kdca/57/228370/artclView.do
제1급,신종인플루엔자,direct,,신종인플루엔자 예방접종대상자 확대 홍보자료,2010.02.16,https://www.kdca.go.kr/bbs/kdca/49/218859/artclView.do
제1급,신종인플루엔자,direct,,2010 신종인플루엔자A(H1N1) 평가대회 (2010.6.29 ~ 6.30),2010.07.05,https://www.kdca.go.kr/bbs/kdca/49/218867/artclView.do
제1급,신종인플루엔자,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제1급,신종인플루엔자,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,신종인플루엔자,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,신종인플루엔자,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,야토병,direct,,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,야토병,direct,,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,야토병,direct,,2023년 제1급감염병 두창·페스트·탄저·보툴리눔독소증·야토병 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421731941239&q_clsfNo=0
제1급,야토병,direct,,"두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침입니다.",2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125628280733&q_clsfNo=0
제1급,야토병,group,진드기설치류,2026년도 진드기·설치류매개감염병 관리지침,2026.03.06,https://www.kdca.go.kr/bbs/kdca/55/310390/artclView.do
제1급,야토병,group,진드기설치류,2024년 진드기·설치류 매개 감염병 관리지침 일부 개정 안내,2024.09.09,https://www.kdca.go.kr/bbs/kdca/55/228236/artclView.do
제1급,야토병,group,1급_생물테러,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,야토병,group,1급_생물테러,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,야토병,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,에볼라바이러스병,direct,,에볼라바이러스병 실무대응 지침(국가지정 입원치료병상 운영 의료기관용),2022.04.29,https://www.kdca.go.kr/bbs/kdca/55/228017/artclView.do
제1급,에볼라바이러스병,direct,,에볼라바이러스병 대응지침(제7판),2017.10.20,https://www.kdca.go.kr/bbs/kdca/55/227597/artclView.do
제1급,에볼라바이러스병,direct,,에볼라바이러스병 관련 서식(에볼라대응지침 5-1판 서식),2015.02.11,https://www.kdca.go.kr/bbs/kdca/57/228432/artclView.do
제1급,에볼라바이러스병,direct,,에볼라바이러스병 응급의료 대응 지침,2014.09.05,https://www.kdca.go.kr/bbs/kdca/50/221011/artclView.do
제1급,에볼라바이러스병,direct,,일반항공기에서의 에볼라바이러스병 대응지침(영문판),2014.08.28,https://www.kdca.go.kr/bbs/kdca/50/221009/artclView.do
제1급,에볼라바이러스병,direct,,"에볼라바이러스병 환자의 검사실 검체채취, 안전 및 감염관리 지침(국가지정입원치료격리병상용)",2014.08.21,https://www.kdca.go.kr/bbs/kdca/50/221002/artclView.do
제1급,에볼라바이러스병,group,1급_출혈열,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제1급,에볼라바이러스병,group,1급_출혈열,2023년 제1급감염병 바이러스성출혈열 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421136838350&q_clsfNo=0
제1급,에볼라바이러스병,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,에볼라바이러스병,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,에볼라바이러스병,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,중동호흡기증후군(MERS),direct,,2026년 제1급감염병(중동호흡기증후군(MERS)·중증급성호흡기증후군(SARS)) 대응지침,2026.01.22,https://www.kdca.go.kr/bbs/kdca/55/309847/artclView.do
제1급,중동호흡기증후군(MERS),direct,,2025년 제1급감염병(중동호흡기증후군(MERS)·중동급성호흡기증후군(SARS)) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228264/artclView.do
제1급,중동호흡기증후군(MERS),direct,,2024년 제1급감염병 중동호흡기증후군(MERS)중증급성호흡기증후군(SARS) 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228173/artclView.do
제1급,중동호흡기증후군(MERS),direct,,2023년제1급중동호흡기증후군[MERS]중증급성호흡기증후군[SARS]대응지침(2023.4.),2023.04.21,https://www.kdca.go.kr/bbs/kdca/55/228122/artclView.do
제1급,중동호흡기증후군(MERS),direct,,제1급감염병 중동호흡기증후군(MERS) 대응 지침(22년판),2022.01.25,https://www.kdca.go.kr/bbs/kdca/55/227945/artclView.do
제1급,중동호흡기증후군(MERS),direct,,중동호흡기증후군(MERS) 대응지침입니다.,2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125213542588&q_clsfNo=0
제1급,중동호흡기증후군(MERS),group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제1급,중동호흡기증후군(MERS),group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,2026년 제1급감염병(중동호흡기증후군(MERS)·중증급성호흡기증후군(SARS)) 대응지침,2026.01.22,https://www.kdca.go.kr/bbs/kdca/55/309847/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,2025년 제1급감염병(중동호흡기증후군(MERS)·중동급성호흡기증후군(SARS)) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228264/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,2024년 제1급감염병 중동호흡기증후군(MERS)중증급성호흡기증후군(SARS) 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228173/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,2023년제1급중동호흡기증후군[MERS]중증급성호흡기증후군[SARS]대응지침(2023.4.),2023.04.21,https://www.kdca.go.kr/bbs/kdca/55/228122/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,제1급감염병 중증급성호흡기증후군(SARS) 대응 지침(22년판),2022.01.25,https://www.kdca.go.kr/bbs/kdca/55/227946/artclView.do
제1급,중증급성호흡기증후군(SARS),direct,,중증급성호흡기증후군(SARS) 대응지침입니다.,2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125546375205&q_clsfNo=0
제1급,중증급성호흡기증후군(SARS),group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제1급,중증급성호흡기증후군(SARS),group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,크리미안콩고출혈열,group,1급_출혈열,2026년 제1급감염병(바이러스성출혈열) 대응지침(2026.8월),2026.08.28,https://www.kdca.go.kr/bbs/kdca/55/312398/artclView.do
제1급,크리미안콩고출혈열,group,1급_출혈열,2023년 제1급감염병 바이러스성출혈열 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421136838350&q_clsfNo=0
제1급,크리미안콩고출혈열,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,크리미안콩고출혈열,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,크리미안콩고출혈열,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,탄저,direct,,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,탄저,direct,,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,탄저,direct,,2023년 제1급감염병 두창·페스트·탄저·보툴리눔독소증·야토병 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421731941239&q_clsfNo=0
제1급,탄저,direct,,"두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침입니다.",2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125628280733&q_clsfNo=0
제1급,탄저,direct,,[제3군] 탄저,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218802/artclView.do
제1급,탄저,group,1급_생물테러,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,탄저,group,1급_생물테러,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,탄저,group,인수공통,"2026년도 인수공통감염병(브루셀라증, 공수병, 큐열, 유비저) 관리지침",2026.03.23,https://www.kdca.go.kr/bbs/kdca/55/310521/artclView.do
제1급,탄저,group,인수공통,인수공통감염병 공동 역학조사 매뉴얼(3.인수공통결핵),2023.06.21,https://www.kdca.go.kr/bbs/kdca/55/228139/artclView.do
제1급,탄저,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제1급,페스트,direct,,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,페스트,direct,,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,페스트,direct,,2023년 제1급감염병 두창·페스트·탄저·보툴리눔독소증·야토병 대응지침,2023.04.21,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20230421731941239&q_clsfNo=0
제1급,페스트,direct,,"두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침입니다.",2022.01.25,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20220125628280733&q_clsfNo=0
제1급,페스트,direct,,"페스트 대응지침(2018.3, 제1판 각 분권)",2018.04.09,https://www.kdca.go.kr/bbs/kdca/55/227632/artclView.do
제1급,페스트,direct,,[제1군] 페스트,2008.03.02,https://www.kdca.go.kr/bbs/kdca/49/218778/artclView.do
제1급,페스트,group,1급_생물테러,2025년 제1급감염병(두창·페스트·탄저·보툴리눔독소증·야토병) 대응지침,2025.01.02,https://www.kdca.go.kr/bbs/kdca/55/228263/artclView.do
제1급,페스트,group,1급_생물테러,2024년 제1급감염병 두창，페스트，탄저，보툴리눔독소증，야토병 대응지침(2024.1월),2023.12.29,https://www.kdca.go.kr/bbs/kdca/55/228172/artclView.do
제1급,페스트,group,검역,2026 검역업무지침,2026.04.02,https://www.kdca.go.kr/bbs/kdca/55/310651/artclView.do
제1급,페스트,group,검역,2025 검역업무지침,2025.05.07,https://www.kdca.go.kr/bbs/kdca/55/228293/artclView.do
제1급,페스트,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,A형간염,direct,,2011년 A형간염 역학조사서,2011.10.31,https://www.kdca.go.kr/bbs/kdca/57/228389/artclView.do
제2급,A형간염,direct,,A형간염 사례조사서,2009.03.19,https://www.kdca.go.kr/bbs/kdca/57/228359/artclView.do
제2급,A형간염,direct,,A형 간염 예방 수칙(2011년),2011.06.24,https://www.kdca.go.kr/bbs/kdca/49/218892/artclView.do
제2급,A형간염,direct,,A 형 간염 ! 이렇게 예방할 수 있습니다.,2010.03.10,https://www.kdca.go.kr/bbs/kdca/49/218862/artclView.do
제2급,A형간염,direct,,A형 간염의 예방과 대처,2009.07.14,https://www.kdca.go.kr/bbs/kdca/49/218841/artclView.do
제2급,A형간염,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,A형간염,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,A형간염,group,간염,2026년도 바이러스 간염 관리지침(A형·B형·C형·E형),2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309601/artclView.do
제2급,A형간염,group,간염,일차 의료기관용 바이러스 간염(B형·C형) 진료 지침,2025.07.11,https://www.kdca.go.kr/bbs/kdca/55/228301/artclView.do
제2급,A형간염,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,A형간염,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,A형간염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,E형간염,direct,,2023년도 바이러스 간염 관리지침(A형·B형·C형·E형간염) 제정 안내,2023.05.09,https://www.kdca.go.kr/bbs/kdca/55/228130/artclView.do
제2급,E형간염,direct,,2020년 E형간염 관리지침,2020.07.14,https://www.kdca.go.kr/bbs/kdca/55/227790/artclView.do
제2급,E형간염,group,수인성,2026년 수인성·식품매개감염병 관리지침 재안내,2026.06.01,https://www.kdca.go.kr/bbs/kdca/55/311284/artclView.do
제2급,E형간염,group,수인성,2021년도 수인성‧식품매개감염병 관리 지침 및 엔테로바이러스 수족구 관리 지침,2021.03.12,https://www.kdca.go.kr/bbs/kdca/55/227856/artclView.do
제2급,E형간염,group,간염,2026년도 바이러스 간염 관리지침(A형·B형·C형·E형),2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309601/artclView.do
제2급,E형간염,group,간염,일차 의료기관용 바이러스 간염(B형·C형) 진료 지침,2025.07.11,https://www.kdca.go.kr/bbs/kdca/55/228301/artclView.do
제2급,E형간염,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,b형헤모필루스인플루엔자,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,b형헤모필루스인플루엔자,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,b형헤모필루스인플루엔자,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,b형헤모필루스인플루엔자,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,결핵,direct,,다제내성결핵 치료 부작용 매뉴얼,2026.04.02,https://www.kdca.go.kr/bbs/kdca/49/310643/artclView.do
제2급,결핵,direct,,2026 국가결핵관리지침,2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309608/artclView.do
제2급,결핵,direct,,2025 국가결핵관리지침(시스템 이용 설명서 2종),2024.12.31,https://www.kdca.go.kr/bbs/kdca/55/228259/artclView.do
제2급,결핵,direct,,결핵환자 맞춤형 통합관리 지침 안내,2024.05.31,https://www.kdca.go.kr/bbs/kdca/55/228220/artclView.do
제2급,결핵,direct,,「다제내성결핵 치료 신약 사전심사제」 일부개정 및 안내서 배포 알림,2024.03.29,https://www.kdca.go.kr/bbs/kdca/55/228202/artclView.do
제2급,결핵,direct,,「교정시설 결핵관리지침」(2024),2024.03.25,https://www.kdca.go.kr/bbs/kdca/55/228199/artclView.do
제2급,결핵,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,결핵,group,결핵,2026 국가결핵관리지침,2026.01.05,https://www.kdca.go.kr/bbs/kdca/55/309608/artclView.do
제2급,결핵,group,결핵,2025 국가결핵관리지침(시스템 이용 설명서 2종),2024.12.31,https://www.kdca.go.kr/bbs/kdca/55/228259/artclView.do
제2급,결핵,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,결핵,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,결핵,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,2019년도 의료관련감염병(VRSA.CRE) 관리지침,2019.09.16,https://www.kdca.go.kr/bbs/kdca/55/227723/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,2009년 VRSA/VISA 역학조사 지침,2009.04.14,https://www.kdca.go.kr/bbs/kdca/55/227282/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,반코마이신내성/중등도내성황색포도알균(VRSA/VISA) 감염증 사례조사서,2023.09.04,https://www.kdca.go.kr/bbs/kdca/57/228495/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,VRSA 포본감시결과보고 및 사례조사서 양식,2009.03.18,https://www.kdca.go.kr/bbs/kdca/57/228354/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,VRSA 표본감시 신고 서식,2008.02.29,https://www.kdca.go.kr/bbs/kdca/57/228344/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,direct,,"전수감시 의료관련감염병(VRSA,CRE)_자주묻는질문",2017.10.31,https://www.kdca.go.kr/bbs/kdca/55/227599/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,group,의료관련,2026년 의료관련감염병 지역 의료기관 네트워크 운영 사업 지침,2026.03.13,https://www.kdca.go.kr/bbs/kdca/55/310439/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,group,의료관련,2026년도 의료관련감염병 관리지침,2026.02.02,https://www.kdca.go.kr/bbs/kdca/55/309968/artclView.do
제2급,반코마이신내성황색포도알균(VRSA) 감염증,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,백일해,direct,,백일해 통합관리지침,2016.01.06,https://www.kdca.go.kr/bbs/kdca/55/227464/artclView.do
제2급,백일해,direct,,[제2군] 백일해,2008.03.03,https://www.kdca.go.kr/bbs/kdca/49/218784/artclView.do
제2급,백일해,group,호흡기,2026년도 호흡기감염병 관리지침(일부개정판),2026.03.30,https://www.kdca.go.kr/bbs/kdca/55/310611/artclView.do
제2급,백일해,group,예방접종,(7.27.수정)2026년 국가예방접종 지침,2026.01.09,https://www.kdca.go.kr/bbs/kdca/55/309683/artclView.do
제2급,백일해,group,예방접종,2025년 예방접종대상감염병 관리지침,2025.05.20,https://www.kdca.go.kr/bbs/kdca/55/228295/artclView.do
제2급,백일해,group,진단검사,법정감염병 진단검사 통합지침(제5판),2026.07.23,https://www.kdca.go.kr/bbs/kdca/55/311901/artclView.do
제2급,성홍열,direct,,"2023년도 호흡기감염병 관리지침 (수막구균감염증, 성홍열, 급성호흡기감염증)",2023.04.06,https://www.kdca.go.kr/bbs/kdca/55/228114/artclView.do
