제목,등록일,연도,출처,최신판,판수,URL,URL2,계열키
2009년 말라리아 관리지침,2009.03.11,2009,KDCA게시판+감염병포털,,24,https://www.kdca.go.kr/bbs/kdca/55/227279/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710868416586&q_clsfNo=0,말라리아관리지침
2009 HIV／AIDS 관리지침,2009.03.10,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227278/artclView.do,,2009HIV／AIDS관리지침
2009년 레지오넬라 관리지침,2009.03.09,2009,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227277/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710199084512&q_clsfNo=0,레지오넬라관리지침
2009 검역업무지침,2009.03.04,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227273/artclView.do,,2009검역업무지침
질병관리본부 학술및전산용역사업편람(2009.1.19),2009.03.02,2009,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227272/artclView.do,,질병관리본부학술전산용역사업편람
2009 전염병관리 사업지침,2009.03.02,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227271/artclView.do,,2009전염병관리사업지침
유전자은행 표준운영지침,2009.01.28,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227270/artclView.do,,유전자은행표준운영지침
2009년 성병관리지침,2009.01.22,2009,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/227269/artclView.do,,성병관리지침
2009년 질병관리본부 학술 및 전산용역편람,2009.01.19,2009,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227268/artclView.do,,질병관리본부학술전산용역편람
기관생명윤리심의위원회 구성 운영 표준지침서,2009.01.16,2009,KDCA게시판,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227267/artclView.do,,기관생명윤리심의위원회구성운영표준지침서
2008년 말라리아 관리지침,2019.03.13,2008,감염병포털,,24,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20190313430990805&q_clsfNo=0,,말라리아관리지침
2008년 CJD표본감시관리지침,2018.07.10,2008,감염병포털,Y,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710793292402&q_clsfNo=0,,CJD표본감시관리지침
2008년 전염병관리사업지침,2018.07.10,2008,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710427337314&q_clsfNo=0,,전염병관리사업지침
2008년 기관생물안전위원회 구성운영 매뉴얼,2018.07.10,2008,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710203926780&q_clsfNo=0,,기관생물안전위원회구성운영매뉴얼
2008년 전염병 감시 및 보고지침,2018.07.10,2008,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710125062737&q_clsfNo=0,,전염병감시보고지침
급성심장정지조사 2008-2019년 원시자료 이용지침서,2017.12.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227607/artclView.do,,급성심장정지조사2008원시자료이용지침서
기관생물안전위원회 구성 운영 가이드(2008),2013.01.07,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227369/artclView.do,,기관생물안전위원회구성운영가이드
시험 연구단계 유전자변형생물체 수입 및 개발 실험 승인 심사 설명집(2008),2013.01.07,2008,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227367/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710211920142&q_clsfNo=0,시험연구단계유전자변형생물체수입개발실험승인심사설명집
유전자변형생물체 인체위해성 평가 심사 가이드(2008),2013.01.07,2008,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227366/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710362367837&q_clsfNo=0,유전자변형생물체인체위해성평가심사가이드
"고위험병원체 위해정보(MSDS, 2008)",2013.01.07,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227364/artclView.do,,고위험병원체위해정보
고위험병원체 수송매뉴얼(2008),2013.01.07,2008,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227363/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227265/artclView.do,고위험병원체수송매뉴얼
2008 수인성식품매개질환 역학조사 지침,2009.03.09,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227276/artclView.do,,2008수인성식품매개질환역학조사지침
2008 전염병 감시 및 보고 지침,2009.03.04,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227275/artclView.do,,2008전염병감시보고지침
2008년도 검역업무지침,2008.11.12,2008,KDCA게시판,,9,https://www.kdca.go.kr/bbs/kdca/55/227266/artclView.do,,검역업무지침
2008년도 결핵관리지침,2008.08.28,2008,KDCA게시판+감염병포털,,7,https://www.kdca.go.kr/bbs/kdca/55/227264/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710741794971&q_clsfNo=0,결핵관리지침
보건소 아토피·천식 예방관리사업 지침,2008.08.21,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227263/artclView.do,,보건소아토피천식예방관리사업지침
2008년도 HIV/AIDS관리지침,2008.08.19,2008,KDCA게시판,,14,https://www.kdca.go.kr/bbs/kdca/55/227262/artclView.do,,HIV/AIDS관리지침
2008년도 성병관리지침,2008.08.19,2008,KDCA게시판+감염병포털,,9,https://www.kdca.go.kr/bbs/kdca/55/227261/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710309249833&q_clsfNo=0,성병관리지침
2008년도 한센사업지침,2008.07.16,2008,KDCA게시판,,6,https://www.kdca.go.kr/bbs/kdca/55/227260/artclView.do,,한센사업지침
기관생명윤리심의위원회 구성운영 표준지침서,2008.05.15,2008,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227258/artclView.do,,기관생명윤리심의위원회구성운영표준지침서
2008전염병관리사업지침,2008.04.23,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227257/artclView.do,,2008전염병관리사업지침
AI인체감염예방관리 지침,2008.04.08,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227256/artclView.do,,AI인체감염예방관리지침
고위험병원체 실험실 진단지침 (책자),2008.04.01,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227255/artclView.do,,고위험병원체실험실진단지침
2008년 크로이츠펠트-야콥병 표본감시 관리지침,2008.03.17,2008,KDCA게시판,Y,3,https://www.kdca.go.kr/bbs/kdca/55/227254/artclView.do,,크로이츠펠트야콥병표본감시관리지침
질병관리본부 학술연구용역사업 연구비카드제 운영지침,2008.03.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227253/artclView.do,,질병관리본부학술연구용역사업연구비카드제운영지침
질병관리본부 학술연구용역사업 위탁정산 운영지침,2008.03.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227252/artclView.do,,질병관리본부학술연구용역사업위탁정산운영지침
질병관리본부 연구과제관리시스템 운영지침,2008.03.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227251/artclView.do,,질병관리본부연구과제관리시스템운영지침
질병관리본부 연구사업 보안관리지침,2008.03.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227250/artclView.do,,질병관리본부연구사업보안관리지침
"질병관리본부 IRB(기관생명윤리심의위원회)구성,운영 표준지침서",2008.03.06,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227249/artclView.do,,질병관리본부IRB구성운영표준지침서
고위험병원체진단지침(조류인플루엔자),2008.03.01,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227248/artclView.do,,고위험병원체진단지침
수인성 감시 지침,2008.03.01,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227247/artclView.do,,수인성감시지침
플라비바이러스 실험실 진단 매뉴얼(2008),2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227246/artclView.do,,플라비바이러스실험실진단매뉴얼
공수병 실험실 진단법,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227245/artclView.do,,공수병실험실진단법
인수공통전염병 실험실 진단법 2nd,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227244/artclView.do,,인수공통전염병실험실진단법2nd
고위험병원체 검사 이동 및 폐기 등에관한 안전관리규정,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227242/artclView.do,,고위험병원체검사이동폐기등에관한안전관리규정
인체위해성 평가자료의 제출범위(제4조제2항제2호관련),2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227240/artclView.do,,인체위해성평가자료의제출범위
LMO 인체위해3및4등급연구시설허가.안전관리,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227235/artclView.do,,LMO인체위해34등급연구시설허가안전관리
고위험병원체 목록 (32종),2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227234/artclView.do,,고위험병원체목록
HIV/AIDS 확진자 과거 헌혈력 조사지침,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227232/artclView.do,,HIV/AIDS확진자과거헌혈력조사지침
헌혈 혈액 검체보관 및 이송지침,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227231/artclView.do,,헌혈혈액검체보관이송지침
특정 수혈부작용조사 지침,2008.02.24,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227230/artclView.do,,특정수혈부작용조사지침
영유아 건강검진기관 교육운영지침,2008.02.23,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227228/artclView.do,,영유아건강검진기관교육운영지침
심뇌혈관질환 고위험군 등록관리 비용상환FAQ,2008.02.23,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227227/artclView.do,,심뇌혈관질환고위험군등록관리비용상환FAQ
생애전환기 건강진단사업 지침 1부,2008.02.23,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227226/artclView.do,,생애전환기건강진단사업지침1부
심뇌혈관질환 고위험군 등록관리시범사업운영지침(의료기관용),2008.02.23,2008,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227225/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227224/artclView.do,심뇌혈관질환고위험군등록관리시범사업운영지침
"브루셀라증 예방,관리 지침",2008.02.21,2008,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227221/artclView.do,,브루셀라증예방관리지침
2007년 말라리아 관리지침,2019.03.13,2007,감염병포털,,24,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20190313079247523&q_clsfNo=0,,말라리아관리지침
2007년 결핵관리지침,2018.07.10,2007,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710812827259&q_clsfNo=0,,결핵관리지침
"2007년 살충, 살균, 구서를 위한 방역소독 지침",2018.07.10,2007,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710795660450&q_clsfNo=0,,살충살균구서를위한방역소독지침
2007년 성병관리지침,2018.07.10,2007,감염병포털,,9,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710584113038&q_clsfNo=0,,성병관리지침
2007년 가을철발열성관리지침,2018.07.10,2007,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710197072649&q_clsfNo=0,,가을철발열성관리지침
2007년 해외여행자를 위한 말라리아 예방지침,2018.07.10,2007,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710192091117&q_clsfNo=0,,해외여행자를위한말라리아예방지침
2007년 법정전염병진단신고기준,2018.07.10,2007,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710073528500&q_clsfNo=0,,법정전염병진단신고기준
발열성질환 관리지침(2007),2010.08.24,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227301/artclView.do,,발열성질환관리지침
2007 법정전염병 진단신고기준,2009.03.04,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227274/artclView.do,,2007법정전염병진단신고기준
2007년 학술 및 전산용역사업 편람(위탁정산수수료 및 인건비 변동사항 반영),2008.07.01,2007,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227259/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227209/artclView.do,학술전산용역사업편람
연구시설신고.허가제도및유전자변형생물체....가이드라인(2007.12),2008.02.24,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227243/artclView.do,,연구시설신고허가제도유전자변형생물체가이드라인
유전자재조합실험지침[보건복지부고시 제2007.39],2008.02.24,2007,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227241/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227239/artclView.do,유전자재조합실험지침
시험.연구용유전자변형생물체 수입승인제도 가이드라인(2007.12),2008.02.24,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227237/artclView.do,,시험연구용유전자변형생물체수입승인제도가이드라인
기관생물안전위원회 구성운영 워크숍(2007.12),2008.02.24,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227236/artclView.do,,기관생물안전위원회구성운영워크숍
고위험병원체보존및안전관리메뉴얼(2007),2008.02.24,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227233/artclView.do,,고위험병원체보존안전관리메뉴얼
2007년도 영유아 건강검진 사업 지침,2008.02.23,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227222/artclView.do,,영유아건강검진사업지침
혈액안전감시업무 기본교육 강의자료,2007.12.10,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227220/artclView.do,,혈액안전감시업무기본교육강의자료
2007년 소아 및 청소년 표준 성장도표(해설) 입니다.,2007.11.01,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227219/artclView.do,,소아청소년표준성장도표입니다
2007년도 역학조사 담당자 심화교육,2007.10.08,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227218/artclView.do,,역학조사담당자심화교육
2007 전염병감시 및 보고 지침,2007.09.06,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227216/artclView.do,,2007전염병감시보고지침
"브루셀라증 예방,관리 지침",2007.09.05,2007,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227215/artclView.do,,브루셀라증예방관리지침
2007년도 전국 역학조사담당자교육 발표자료,2007.07.10,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227214/artclView.do,,전국역학조사담당자교육발표자료
전염병사업관리지침,2007.06.21,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227213/artclView.do,,전염병사업관리지침
2007 전염병관리사업 지침,2007.06.21,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227212/artclView.do,,2007전염병관리사업지침
국민건강영양조사 배너광고 자료입니다.,2007.06.15,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227211/artclView.do,,국민건강영양조사배너광고자료입니다
2007년도 공수병지침,2007.05.01,2007,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227210/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710901975087&q_clsfNo=0,공수병지침
2007 성병관리지침,2007.03.26,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227208/artclView.do,,2007성병관리지침
한센사업지침,2007.03.20,2007,KDCA게시판+감염병포털,,6,https://www.kdca.go.kr/bbs/kdca/55/227207/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710640157563&q_clsfNo=0,한센사업지침
2007 HIV/AIDS 관리지침,2007.03.20,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227206/artclView.do,,2007HIV/AIDS관리지침
2007 결핵관리지침,2007.03.19,2007,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227205/artclView.do,,2007결핵관리지침
수인성식품매개역학조사지침,2007.01.31,2007,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227204/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227203/artclView.do,수인성식품매개역학조사지침
2006년 말라리아 관리지침,2019.03.13,2006,감염병포털,,24,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20190313711643557&q_clsfNo=0,,말라리아관리지침
2006년 CJD관리지침,2018.07.10,2006,감염병포털,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710818751299&q_clsfNo=0,,CJD관리지침
2006년 조류루엔자 인체감염예방및 관리지침,2018.07.10,2006,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710545930843&q_clsfNo=0,,조류루엔자인체감염예방관리지침
2006년 브루셀라증 실태조사 사업수행 지침,2018.07.10,2006,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710178140041&q_clsfNo=0,,브루셀라증실태조사사업수행지침
유전자변형생물체의인체위해성 심사규정[보건복지부 제2006-81호],2008.02.24,2006,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227238/artclView.do,,유전자변형생물체의인체위해성심사규정
실험실생물안전지침-2006최종판,2008.02.24,2006,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227229/artclView.do,,실험실생물안전지침2006최종판
"Annual report of the Korea Influenza Surveillance Scheme, 2006-07 season",2007.09.11,2006,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227217/artclView.do,,AnnualreportoftheKoreaInfluenzaSurveillanceScheme200607season
