연도,주차,기준일,급,감염병,금주신고수,연누계,5년주별평균,예년대비배수,열부분추출,출처호
2025,6,2025-02-08,2,장티푸스,0,7,1.0,0.0,,18-6
2025,6,2025-02-08,2,파라티푸스,0,0,1.0,0.0,,18-6
2025,6,2025-02-08,2,세균성이질,0,2,0.0,,,18-6
2025,6,2025-02-08,2,장출혈성대장균감염증,1,11,1.0,1.0,,18-6
2025,6,2025-02-08,2,A형간염,28,148,52.0,0.54,,18-6
2025,6,2025-02-08,2,백일해,254,2992,6.0,42.33,,18-6
2025,6,2025-02-08,2,유행성이하선염,61,656,129.0,0.47,,18-6
2025,6,2025-02-08,2,풍진,0,0,0.0,,,18-6
2025,6,2025-02-08,2,수막구균 감염증,0,1,0.0,,,18-6
2025,6,2025-02-08,2,폐렴구균 감염증,11,107,9.0,1.22,,18-6
2025,6,2025-02-08,2,한센병,0,0,0.0,,,18-6
2025,6,2025-02-08,2,성홍열,75,711,39.0,1.92,,18-6
2025,6,2025-02-08,2,반코마이신내성황색포도알균(VRSA) 감염증,0,0,0.0,,,18-6
2025,6,2025-02-08,2,카바페넴내성장내세균목(CRE) 감염증,783,4099,518.0,1.51,,18-6
2025,6,2025-02-08,2,E형간염,11,81,,,,18-6
2025,6,2025-02-08,3,파상풍,0,1,0.0,,,18-6
2025,6,2025-02-08,3,B형간염,1,26,7.0,0.14,,18-6
2025,6,2025-02-08,3,일본뇌염,0,0,0.0,,,18-6
2025,6,2025-02-08,3,C형간염,60,545,179.0,0.34,,18-6
2025,6,2025-02-08,3,말라리아,0,5,1.0,0.0,,18-6
2025,6,2025-02-08,3,레지오넬라증,8,47,7.0,1.14,,18-6
2025,6,2025-02-08,3,비브리오패혈증,0,0,0.0,,,18-6
2025,6,2025-02-08,3,발진열,0,4,0.0,,,18-6
2025,6,2025-02-08,3,쯔쯔가무시증,1,30,14.0,0.07,,18-6
2025,6,2025-02-08,3,렙토스피라증,2,3,0.0,,,18-6
2025,6,2025-02-08,3,브루셀라증,0,2,0.0,,,18-6
2025,6,2025-02-08,3,신증후군출혈열,0,15,3.0,0.0,,18-6
2025,6,2025-02-08,3,후천성면역결핍증(AIDS),11,50,13.0,0.85,,18-6
2025,6,2025-02-08,3,크로이츠펠트-야콥병(CJD),0,3,2.0,0.0,,18-6
2025,6,2025-02-08,3,뎅기열,2,13,2.0,1.0,,18-6
2025,6,2025-02-08,3,큐열,0,2,1.0,0.0,,18-6
2025,6,2025-02-08,3,라임병,0,1,0.0,,,18-6
2025,6,2025-02-08,3,유비저,0,1,0.0,,,18-6
2025,6,2025-02-08,3,치쿤구니야열,0,0,0.0,,,18-6
2025,6,2025-02-08,3,중증열성혈소판감소증후군(SFTS),0,0,0.0,,,18-6
2025,6,2025-02-08,3,지카바이러스감염증,0,0,0.0,,,18-6
2025,6,2025-02-08,3,엠폭스(원숭이두창),0,0,,,,18-6
2025,6,2025-02-08,3,매독,26,170,,,Y,18-6
2025,6,2025-02-08,3,매독(1기),10,74,,,,18-6
2025,6,2025-02-08,3,매독(2기),4,19,,,,18-6
2025,6,2025-02-08,3,매독(3기),1,5,,,,18-6
2025,6,2025-02-08,3,매독(선천성),0,4,,,,18-6
2025,6,2025-02-08,3,매독(잠복),11,68,,,,18-6
2025,10,2025-03-08,2,결핵,367,3810,391.0,0.94,,18-10
2025,10,2025-03-08,2,수두,138,4826,397.0,0.35,,18-10
2025,10,2025-03-08,2,홍역,7,16,0.0,,,18-10
2025,10,2025-03-08,2,콜레라,0,0,0.0,,,18-10
2025,10,2025-03-08,2,장티푸스,0,13,1.0,0.0,,18-10
2025,10,2025-03-08,2,파라티푸스,0,2,0.0,,,18-10
2025,10,2025-03-08,2,세균성이질,0,4,0.0,,,18-10
2025,10,2025-03-08,2,장출혈성대장균감염증,0,23,1.0,0.0,,18-10
2025,10,2025-03-08,2,A형간염,12,245,54.0,0.22,,18-10
2025,10,2025-03-08,2,백일해,89,3674,4.0,22.25,,18-10
2025,10,2025-03-08,2,유행성이하선염,25,937,136.0,0.18,,18-10
2025,10,2025-03-08,2,풍진,0,0,0.0,,,18-10
2025,10,2025-03-08,2,수막구균 감염증,0,1,0.0,,,18-10
2025,10,2025-03-08,2,폐렴구균 감염증,4,138,7.0,0.57,,18-10
2025,10,2025-03-08,2,한센병,0,0,0.0,,,18-10
2025,10,2025-03-08,2,성홍열,31,1228,29.0,1.07,,18-10
2025,10,2025-03-08,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-10
2025,10,2025-03-08,2,카바페넴내성장내세균목(CRE) 감염증,516,6904,483.0,1.07,,18-10
2025,10,2025-03-08,2,E형간염,5,147,,,,18-10
2025,10,2025-03-08,3,파상풍,0,1,0.0,,,18-10
2025,10,2025-03-08,3,B형간염,3,46,6.0,0.5,,18-10
2025,10,2025-03-08,3,일본뇌염,0,0,0.0,,,18-10
2025,10,2025-03-08,3,C형간염,67,994,169.0,0.4,,18-10
2025,10,2025-03-08,3,말라리아,3,12,1.0,3.0,,18-10
2025,10,2025-03-08,3,레지오넬라증,3,77,6.0,0.5,,18-10
2025,10,2025-03-08,3,비브리오패혈증,0,0,0.0,,,18-10
2025,10,2025-03-08,3,발진열,0,6,0.0,,,18-10
2025,10,2025-03-08,3,쯔쯔가무시증,0,34,10.0,0.0,,18-10
2025,10,2025-03-08,3,렙토스피라증,0,7,1.0,0.0,,18-10
2025,10,2025-03-08,3,브루셀라증,0,2,0.0,,,18-10
2025,10,2025-03-08,3,신증후군출혈열,1,28,2.0,0.5,,18-10
2025,10,2025-03-08,3,후천성면역결핍증(AIDS),11,102,16.0,0.69,,18-10
2025,10,2025-03-08,3,크로이츠펠트-야콥병(CJD),0,7,1.0,0.0,,18-10
2025,10,2025-03-08,3,뎅기열,1,20,2.0,0.5,,18-10
2025,10,2025-03-08,3,큐열,1,5,1.0,1.0,,18-10
2025,10,2025-03-08,3,라임병,0,2,0.0,,,18-10
2025,10,2025-03-08,3,유비저,0,1,0.0,,,18-10
2025,10,2025-03-08,3,치쿤구니야열,0,0,0.0,,,18-10
2025,10,2025-03-08,3,중증열성혈소판감소증후군(SFTS),1,1,0.0,,,18-10
2025,10,2025-03-08,3,지카바이러스감염증,0,0,0.0,,,18-10
2025,10,2025-03-08,3,엠폭스(원숭이두창),1,1,,,,18-10
2025,10,2025-03-08,3,매독,32,383,,,,18-10
2025,10,2025-03-08,3,매독(1기),10,146,,,,18-10
2025,10,2025-03-08,3,매독(2기),5,50,,,,18-10
2025,10,2025-03-08,3,매독(3기),1,9,,,,18-10
2025,10,2025-03-08,3,매독(선천성),0,6,,,,18-10
2025,10,2025-03-08,3,매독(잠복),16,172,,,,18-10
2025,14,2025-04-05,2,결핵,423,5261,410.0,1.03,,18-14
2025,14,2025-04-05,2,수두,233,6714,426.0,0.55,,18-14
2025,14,2025-04-05,2,홍역,1,27,1.0,1.0,,18-14
2025,14,2025-04-05,2,콜레라,0,0,0.0,,,18-14
2025,14,2025-04-05,2,장티푸스,0,15,0.0,,,18-14
2025,14,2025-04-05,2,파라티푸스,1,4,0.0,,,18-14
2025,14,2025-04-05,2,세균성이질,0,8,1.0,0.0,,18-14
2025,14,2025-04-05,2,장출혈성대장균감염증,0,32,2.0,0.0,,18-14
2025,14,2025-04-05,2,A형간염,21,335,59.0,0.36,,18-14
2025,14,2025-04-05,2,백일해,63,4009,7.0,9.0,,18-14
2025,14,2025-04-05,2,유행성이하선염,48,1365,164.0,0.29,,18-14
2025,14,2025-04-05,2,풍진,0,0,0.0,,,18-14
2025,14,2025-04-05,2,수막구균 감염증,0,3,0.0,,,18-14
2025,14,2025-04-05,2,폐렴구균 감염증,5,173,8.0,0.62,,18-14
2025,14,2025-04-05,2,한센병,0,0,0.0,,,18-14
2025,14,2025-04-05,2,성홍열,156,1971,27.0,5.78,,18-14
2025,14,2025-04-05,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-14
2025,14,2025-04-05,2,카바페넴내성장내세균목(CRE) 감염증,720,10151,495.0,1.45,,18-14
2025,14,2025-04-05,2,E형간염,17,222,,,,18-14
2025,14,2025-04-05,3,파상풍,1,4,0.0,,,18-14
2025,14,2025-04-05,3,B형간염,5,64,6.0,0.83,,18-14
2025,14,2025-04-05,3,일본뇌염,0,0,0.0,,,18-14
2025,14,2025-04-05,3,C형간염,99,1501,175.0,0.57,,18-14
2025,14,2025-04-05,3,러시아(1) 말라리아,4,21,3.0,1.33,,18-14
2025,14,2025-04-05,3,레지오넬라증,2,117,6.0,0.33,,18-14
2025,14,2025-04-05,3,비브리오패혈증,0,0,0.0,,,18-14
2025,14,2025-04-05,3,발진열,0,11,0.0,,,18-14
2025,14,2025-04-05,3,쯔쯔가무시증,1,40,14.0,0.07,,18-14
2025,14,2025-04-05,3,렙토스피라증,0,9,1.0,0.0,,18-14
2025,14,2025-04-05,3,브루셀라증,0,1,0.0,,,18-14
2025,14,2025-04-05,3,신증후군출혈열,2,41,3.0,0.67,,18-14
2025,14,2025-04-05,3,후천성면역결핍증(AIDS),16,153,12.0,1.33,,18-14
2025,14,2025-04-05,3,크로이츠펠트-야콥병(CJD),0,11,1.0,0.0,,18-14
2025,14,2025-04-05,3,뎅기열,0,28,1.0,0.0,,18-14
2025,14,2025-04-05,3,큐열,0,9,1.0,0.0,,18-14
2025,14,2025-04-05,3,라임병,0,3,0.0,,,18-14
2025,14,2025-04-05,3,유비저,0,1,0.0,,,18-14
2025,14,2025-04-05,3,치쿤구니야열,0,0,0.0,,,18-14
2025,14,2025-04-05,3,중증열성혈소판감소증후군(SFTS),0,0,0.0,,,18-14
2025,14,2025-04-05,3,지카바이러스감염증,0,0,0.0,,,18-14
2025,14,2025-04-05,3,엠폭스(원숭이두창),0,1,,,Y,18-14
2025,14,2025-04-05,3,매독,32,573,,,Y,18-14
2025,14,2025-04-05,3,매독(1기),12,209,,,Y,18-14
2025,14,2025-04-05,3,매독(2기),6,87,,,Y,18-14
2025,14,2025-04-05,3,매독(3기),1,10,,,Y,18-14
2025,14,2025-04-05,3,매독(선천성),0,6,,,Y,18-14
2025,14,2025-04-05,3,매독(잠복),13,261,,,Y,18-14
2025,18,2025-05-03,2,결핵,377,6641,376.0,1.0,,18-18
2025,18,2025-05-03,2,수두,414,9816,558.0,0.74,,18-18
2025,18,2025-05-03,2,홍역,3,52,1.0,3.0,,18-18
2025,18,2025-05-03,2,콜레라,0,0,0.0,,,18-18
2025,18,2025-05-03,2,장티푸스,0,16,1.0,0.0,,18-18
2025,18,2025-05-03,2,파라티푸스,0,4,0.0,,,18-18
2025,18,2025-05-03,2,세균성이질,0,14,1.0,0.0,,18-18
2025,18,2025-05-03,2,장출혈성대장균감염증,2,42,2.0,1.0,,18-18
2025,18,2025-05-03,2,A형간염,13,414,68.0,0.19,,18-18
2025,18,2025-05-03,2,백일해,44,4282,20.0,2.2,,18-18
2025,18,2025-05-03,2,유행성이하선염,77,2039,192.0,0.4,,18-18
2025,18,2025-05-03,2,풍진,0,0,0.0,,,18-18
2025,18,2025-05-03,2,수막구균 감염증,0,3,0.0,,,18-18
2025,18,2025-05-03,2,폐렴구균 감염증,1,221,7.0,0.14,,18-18
2025,18,2025-05-03,2,한센병,0,0,0.0,,,18-18
2025,18,2025-05-03,2,성홍열,157,2834,40.0,3.92,,18-18
2025,18,2025-05-03,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-18
2025,18,2025-05-03,2,카바페넴내성장내세균목(CRE) 감염증,595,15564,540.0,1.1,,18-18
2025,18,2025-05-03,2,E형간염,8,284,,,,18-18
2025,18,2025-05-03,3,파상풍,0,6,0.0,,,18-18
2025,18,2025-05-03,3,B형간염,2,82,7.0,0.29,,18-18
2025,18,2025-05-03,3,일본뇌염,0,0,0.0,,,18-18
2025,18,2025-05-03,3,C형간염,81,1973,177.0,0.46,,18-18
2025,18,2025-05-03,3,말라리아,6,61,7.0,0.86,,18-18
2025,18,2025-05-03,3,레지오넬라증,6,149,6.0,1.0,,18-18
2025,18,2025-05-03,3,비브리오패혈증,0,0,0.0,,,18-18
2025,18,2025-05-03,3,발진열,0,12,0.0,,,18-18
2025,18,2025-05-03,3,쯔쯔가무시증,4,64,20.0,0.2,,18-18
2025,18,2025-05-03,3,렙토스피라증,0,12,1.0,0.0,,18-18
2025,18,2025-05-03,3,브루셀라증,0,3,0.0,,,18-18
2025,18,2025-05-03,3,신증후군출혈열,0,47,4.0,0.0,,18-18
2025,18,2025-05-03,3,후천성면역결핍증(AIDS),10,204,13.0,0.77,,18-18
2025,18,2025-05-03,3,크로이츠펠트-야콥병(CJD),0,11,1.0,0.0,,18-18
2025,18,2025-05-03,3,뎅기열,1,31,1.0,1.0,,18-18
2025,18,2025-05-03,3,큐열,1,14,1.0,1.0,,18-18
2025,18,2025-05-03,3,라임병,1,4,0.0,,,18-18
2025,18,2025-05-03,3,유비저,0,1,0.0,,,18-18
2025,18,2025-05-03,3,치쿤구니야열,0,0,0.0,,,18-18
2025,18,2025-05-03,3,중증열성혈소판감소증후군(SFTS),1,5,2.0,0.5,,18-18
2025,18,2025-05-03,3,지카바이러스감염증,0,0,0.0,,,18-18
2025,18,2025-05-03,3,엠폭스(원숭이두창),0,3,,,,18-18
2025,18,2025-05-03,3,매독,27,727,,,,18-18
2025,18,2025-05-03,3,매독(1기),7,257,,,,18-18
2025,18,2025-05-03,3,매독(2기),5,113,,,,18-18
2025,18,2025-05-03,3,매독(3기),1,16,,,,18-18
2025,18,2025-05-03,3,매독(선천성),0,4,,,,18-18
2025,18,2025-05-03,3,매독(잠복),14,337,,,,18-18
2025,22,2025-05-31,2,결핵,371,7912,401.0,0.93,,18-22
2025,22,2025-05-31,2,수두,700,13455,629.0,1.11,,18-22
2025,22,2025-05-31,2,홍역,0,60,0.0,,,18-22
2025,22,2025-05-31,2,콜레라,0,0,0.0,,,18-22
2025,22,2025-05-31,2,장티푸스,0,16,1.0,0.0,,18-22
2025,22,2025-05-31,2,파라티푸스,0,6,1.0,0.0,,18-22
2025,22,2025-05-31,2,세균성이질,3,24,1.0,3.0,,18-22
2025,22,2025-05-31,2,장출혈성대장균감염증,2,68,6.0,0.33,,18-22
2025,22,2025-05-31,2,A형간염,16,511,69.0,0.23,,18-22
2025,22,2025-05-31,2,백일해,61,4608,80.0,0.76,,18-22
2025,22,2025-05-31,2,유행성이하선염,184,2838,200.0,0.92,,18-22
2025,22,2025-05-31,2,풍진,0,0,0.0,,,18-22
2025,22,2025-05-31,2,수막구균 감염증,0,3,0.0,,,18-22
2025,22,2025-05-31,2,폐렴구균 감염증,8,260,7.0,1.14,,18-22
2025,22,2025-05-31,2,한센병,0,1,0.0,,,18-22
2025,22,2025-05-31,2,성홍열,306,4195,57.0,5.37,,18-22
2025,22,2025-05-31,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-22
2025,22,2025-05-31,2,카바페넴내성장내세균목(CRE) 감염증,878,19290,549.0,1.6,,18-22
2025,22,2025-05-31,2,E형간염,8,340,,,,18-22
2025,22,2025-05-31,3,파상풍,0,7,0.0,,,18-22
2025,22,2025-05-31,3,B형간염,3,99,6.0,0.5,,18-22
2025,22,2025-05-31,3,일본뇌염,0,0,0.0,,,18-22
2025,22,2025-05-31,3,C형간염,109,2437,178.0,0.61,,18-22
2025,22,2025-05-31,3,말라리아,16,108,16.0,1.0,,18-22
2025,22,2025-05-31,3,레지오넬라증,10,200,8.0,1.25,,18-22
2025,22,2025-05-31,3,비브리오패혈증,0,1,0.0,,,18-22
2025,22,2025-05-31,3,발진열,0,12,0.0,,,18-22
2025,22,2025-05-31,3,쯔쯔가무시증,9,109,26.0,0.35,,18-22
2025,22,2025-05-31,3,렙토스피라증,1,15,2.0,0.5,,18-22
2025,22,2025-05-31,3,브루셀라증,0,4,0.0,,,18-22
2025,22,2025-05-31,3,신증후군출혈열,5,67,6.0,0.83,,18-22
2025,22,2025-05-31,3,후천성면역결핍증(AIDS),9,255,16.0,0.56,,18-22
2025,22,2025-05-31,3,크로이츠펠트-야콥병(CJD),0,16,1.0,0.0,,18-22
2025,22,2025-05-31,3,뎅기열,1,35,1.0,1.0,,18-22
2025,22,2025-05-31,3,큐열,0,20,2.0,0.0,,18-22
2025,22,2025-05-31,3,라임병,0,6,1.0,0.0,,18-22
2025,22,2025-05-31,3,유비저,0,2,0.0,,,18-22
2025,22,2025-05-31,3,치쿤구니야열,0,1,0.0,,,18-22
2025,22,2025-05-31,3,중증열성혈소판감소증후군(SFTS),3,32,4.0,0.75,,18-22
2025,22,2025-05-31,3,지카바이러스감염증,1,1,0.0,,,18-22
2025,22,2025-05-31,3,엠폭스(원숭이두창),0,3,,,,18-22
2025,22,2025-05-31,3,매독,14,888,,,,18-22
2025,22,2025-05-31,3,매독(1기),5,319,,,,18-22
2025,22,2025-05-31,3,매독(2기),3,150,,,,18-22
2025,22,2025-05-31,3,매독(3기),0,22,,,,18-22
2025,22,2025-05-31,3,매독(선천성),0,8,,,,18-22
2025,22,2025-05-31,3,매독(잠복),6,389,,,,18-22
2025,26,2025-06-28,2,결핵,381,9186,411.0,0.93,,18-26
2025,26,2025-06-28,2,수두,700,16556,536.0,1.31,,18-26
2025,26,2025-06-28,2,홍역,0,63,0.0,,,18-26
2025,26,2025-06-28,2,콜레라,0,0,0.0,,,18-26
2025,26,2025-06-28,2,장티푸스,0,16,1.0,0.0,,18-26
2025,26,2025-06-28,2,파라티푸스,0,5,0.0,,,18-26
2025,26,2025-06-28,2,세균성이질,0,30,1.0,0.0,,18-26
2025,26,2025-06-28,2,장출혈성대장균감염증,6,130,15.0,0.4,,18-26
2025,26,2025-06-28,2,A형간염,19,591,67.0,0.28,,18-26
2025,26,2025-06-28,2,백일해,72,4958,340.0,0.21,,18-26
2025,26,2025-06-28,2,유행성이하선염,190,3656,183.0,1.04,,18-26
2025,26,2025-06-28,2,풍진,0,0,0.0,,,18-26
2025,26,2025-06-28,2,수막구균 감염증,1,7,0.0,,,18-26
2025,26,2025-06-28,2,폐렴구균 감염증,2,274,6.0,0.33,,18-26
2025,26,2025-06-28,2,한센병,0,1,0.0,,,18-26
2025,26,2025-06-28,2,성홍열,427,6144,63.0,6.78,,18-26
2025,26,2025-06-28,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-26
2025,26,2025-06-28,2,카바페넴내성장내세균목(CRE) 감염증,900,22971,627.0,1.44,,18-26
2025,26,2025-06-28,2,E형간염,18,404,,,,18-26
2025,26,2025-06-28,3,파상풍,1,9,1.0,1.0,,18-26
2025,26,2025-06-28,3,B형간염,2,114,7.0,0.29,,18-26
2025,26,2025-06-28,3,일본뇌염,0,0,0.0,,,18-26
2025,26,2025-06-28,3,C형간염,101,2906,185.0,0.55,,18-26
2025,26,2025-06-28,3,말라리아,19,189,27.0,0.7,,18-26
2025,26,2025-06-28,3,레지오넬라증,6,238,8.0,0.75,,18-26
2025,26,2025-06-28,3,비브리오패혈증,2,3,1.0,2.0,,18-26
2025,26,2025-06-28,3,발진열,0,7,0.0,,,18-26
2025,26,2025-06-28,3,쯔쯔가무시증,12,150,27.0,0.44,,18-26
2025,26,2025-06-28,3,렙토스피라증,0,16,2.0,0.0,,18-26
2025,26,2025-06-28,3,브루셀라증,0,4,0.0,,,18-26
2025,26,2025-06-28,3,신증후군출혈열,0,87,6.0,0.0,,18-26
2025,26,2025-06-28,3,후천성면역결핍증(AIDS),17,322,16.0,1.06,,18-26
2025,26,2025-06-28,3,크로이츠펠트-야콥병(CJD),0,22,2.0,0.0,,18-26
2025,26,2025-06-28,3,뎅기열,2,42,2.0,1.0,,18-26
2025,26,2025-06-28,3,큐열,2,27,1.0,2.0,,18-26
2025,26,2025-06-28,3,라임병,0,7,1.0,0.0,,18-26
2025,26,2025-06-28,3,유비저,0,2,0.0,,,18-26
2025,26,2025-06-28,3,치쿤구니야열,0,1,0.0,,,18-26
2025,26,2025-06-28,3,중증열성혈소판감소증후군(SFTS),2,75,8.0,0.25,,18-26
2025,26,2025-06-28,3,지카바이러스감염증,0,2,0.0,,,18-26
2025,26,2025-06-28,3,엠폭스(원숭이두창),0,3,,,,18-26
2025,26,2025-06-28,3,매독,38,1085,,,,18-26
2025,26,2025-06-28,3,매독(1기),11,372,,,,18-26
2025,26,2025-06-28,3,매독(2기),12,203,,,,18-26
2025,26,2025-06-28,3,매독(3기),2,29,,,,18-26
2025,26,2025-06-28,3,매독(선천성),0,9,,,,18-26
2025,26,2025-06-28,3,매독(잠복),13,472,,,,18-26
2025,30,2025-07-26,2,결핵,372,10570,377.0,0.99,,18-30
2025,30,2025-07-26,2,수두,441,18989,494.0,0.89,,18-30
2025,30,2025-07-26,2,홍역,0,65,0.0,,,18-30
2025,30,2025-07-26,2,콜레라,0,0,0.0,,,18-30
2025,30,2025-07-26,2,장티푸스,0,21,1.0,0.0,,18-30
2025,30,2025-07-26,2,파라티푸스,0,7,1.0,0.0,,18-30
2025,30,2025-07-26,2,세균성이질,0,34,1.0,0.0,,18-30
2025,30,2025-07-26,2,장출혈성대장균감염증,1,236,9.0,0.11,,18-30
2025,30,2025-07-26,2,A형간염,21,670,60.0,0.35,,18-30
2025,30,2025-07-26,2,백일해,47,5211,398.0,0.12,,18-30
2025,30,2025-07-26,2,유행성이하선염,130,4293,157.0,0.83,,18-30
2025,30,2025-07-26,2,풍진,0,0,0.0,,,18-30
2025,30,2025-07-26,2,수막구균 감염증,0,7,0.0,,,18-30
2025,30,2025-07-26,2,폐렴구균 감염증,3,294,6.0,0.5,,18-30
2025,30,2025-07-26,2,한센병,0,1,0.0,,,18-30
2025,30,2025-07-26,2,성홍열,221,7763,50.0,4.42,,18-30
2025,30,2025-07-26,2,반코마이신내성황색포도알균(VRSA) 감염증,0,1,0.0,,,18-30
2025,30,2025-07-26,2,카바페넴내성장내세균목(CRE) 감염증,1039,27267,689.0,1.51,,18-30
2025,30,2025-07-26,2,E형간염,14,465,,,,18-30
2025,30,2025-07-26,3,파상풍,0,12,1.0,0.0,,18-30
2025,30,2025-07-26,3,B형간염,6,134,8.0,0.75,,18-30
2025,30,2025-07-26,3,일본뇌염,0,0,0.0,,,18-30
2025,30,2025-07-26,3,C형간염,67,3305,177.0,0.38,,18-30
2025,30,2025-07-26,3,말라리아,26,341,26.0,1.0,,18-30
2025,30,2025-07-26,3,레지오넬라증,4,290,13.0,0.31,,18-30
2025,30,2025-07-26,3,비브리오패혈증,0,4,2.0,0.0,,18-30
2025,30,2025-07-26,3,발진열,0,8,0.0,,,18-30
2025,30,2025-07-26,3,쯔쯔가무시증,1,174,25.0,0.04,,18-30
2025,30,2025-07-26,3,렙토스피라증,0,19,2.0,0.0,,18-30
2025,30,2025-07-26,3,브루셀라증,0,4,0.0,,,18-30
2025,30,2025-07-26,3,신증후군출혈열,0,99,6.0,0.0,,18-30
2025,30,2025-07-26,3,후천성면역결핍증(AIDS),9,372,14.0,0.64,,18-30
2025,30,2025-07-26,3,크로이츠펠트-야콥병(CJD),0,31,1.0,0.0,,18-30
2025,30,2025-07-26,3,뎅기열,5,54,2.0,2.5,,18-30
2025,30,2025-07-26,3,필리핀(3) 큐열,1,31,2.0,0.5,,18-30
2025,30,2025-07-26,3,라임병,0,16,1.0,0.0,,18-30
2025,30,2025-07-26,3,유비저,1,4,0.0,,,18-30
2025,30,2025-07-26,3,치쿤구니야열,0,1,0.0,,,18-30
2025,30,2025-07-26,3,중증열성혈소판감소증후군(SFTS),5,123,7.0,0.71,,18-30
2025,30,2025-07-26,3,지카바이러스감염증,0,2,0.0,,,18-30
2025,30,2025-07-26,3,엠폭스(원숭이두창),0,5,,,,18-30
2025,30,2025-07-26,3,매독,30,1262,,,,18-30
2025,30,2025-07-26,3,매독(1기),11,422,,,,18-30
2025,30,2025-07-26,3,매독(2기),8,252,,,,18-30
2025,30,2025-07-26,3,매독(3기),1,34,,,,18-30
2025,30,2025-07-26,3,매독(선천성),0,7,,,,18-30
2025,30,2025-07-26,3,매독(잠복),10,547,,,,18-30
2025,34,2025-08-23,2,결핵,421,11851,374.0,1.13,,18-34
2025,34,2025-08-23,2,수두,218,20697,388.0,0.56,,18-34
2025,34,2025-08-23,2,홍역,0,68,0.0,,,18-34
2025,34,2025-08-23,2,콜레라,0,0,0.0,,,18-34
2025,34,2025-08-23,2,장티푸스,0,20,1.0,0.0,,18-34
2025,34,2025-08-23,2,파라티푸스,1,12,1.0,1.0,,18-34
2025,34,2025-08-23,2,세균성이질,0,37,1.0,0.0,,18-34
2025,34,2025-08-23,2,장출혈성대장균감염증,2,319,6.0,0.33,,18-34
2025,34,2025-08-23,2,A형간염,14,748,58.0,0.24,,18-34
2025,34,2025-08-23,2,백일해,37,5414,170.0,0.22,,18-34
2025,34,2025-08-23,2,유행성이하선염,60,4708,141.0,0.43,,18-34
2025,34,2025-08-23,2,풍진,0,0,0.0,,,18-34
2025,34,2025-08-23,2,수막구균 감염증,0,7,0.0,,,18-34
2025,34,2025-08-23,2,폐렴구균 감염증,2,312,5.0,0.4,,18-34
2025,34,2025-08-23,2,한센병,0,1,0.0,,,18-34
2025,34,2025-08-23,2,성홍열,152,8857,35.0,4.34,,18-34
2025,34,2025-08-23,2,반코마이신내성황색포도알균(VRSA) 감염증,0,2,0.0,,,18-34
2025,34,2025-08-23,2,카바페넴내성장내세균목(CRE) 감염증,632,31080,725.0,0.87,,18-34
2025,34,2025-08-23,2,E형간염,20,529,,,,18-34
2025,34,2025-08-23,3,파상풍,1,15,1.0,1.0,,18-34
2025,34,2025-08-23,3,B형간염,6,159,7.0,0.86,,18-34
2025,34,2025-08-23,3,일본뇌염,0,0,0.0,,,18-34
2025,34,2025-08-23,3,C형간염,82,3750,158.0,0.52,,18-34
2025,34,2025-08-23,3,말라리아,19,442,18.0,1.06,,18-34
2025,34,2025-08-23,3,레지오넬라증,9,334,11.0,0.82,,18-34
2025,34,2025-08-23,3,비브리오패혈증,2,14,4.0,0.5,,18-34
2025,34,2025-08-23,3,발진열,0,8,0.0,,,18-34
2025,34,2025-08-23,3,쯔쯔가무시증,9,206,25.0,0.36,,18-34
2025,34,2025-08-23,3,렙토스피라증,0,23,2.0,0.0,,18-34
2025,34,2025-08-23,3,브루셀라증,0,5,0.0,,,18-34
2025,34,2025-08-23,3,신증후군출혈열,1,114,5.0,0.2,,18-34
2025,34,2025-08-23,3,후천성면역결핍증(AIDS),15,424,13.0,1.15,,18-34
2025,34,2025-08-23,3,크로이츠펠트-야콥병(CJD),0,36,1.0,0.0,,18-34
2025,34,2025-08-23,3,뎅기열,4,66,3.0,1.33,,18-34
2025,34,2025-08-23,3,큐열,3,40,2.0,1.5,,18-34
2025,34,2025-08-23,3,라임병,0,21,1.0,0.0,,18-34
2025,34,2025-08-23,3,유비저,0,4,0.0,,,18-34
2025,34,2025-08-23,3,치쿤구니야열,0,1,0.0,,,18-34
2025,34,2025-08-23,3,중증열성혈소판감소증후군(SFTS),7,154,7.0,1.0,,18-34
2025,34,2025-08-23,3,지카바이러스감염증,0,3,0.0,,,18-34
2025,34,2025-08-23,3,엠폭스(원숭이두창),1,9,,,,18-34
2025,34,2025-08-23,3,매독,39,1442,,,,18-34
2025,34,2025-08-23,3,매독(1기),17,487,,,,18-34
2025,34,2025-08-23,3,매독(2기),9,283,,,,18-34
2025,34,2025-08-23,3,매독(3기),0,37,,,,18-34
2025,34,2025-08-23,3,매독(선천성),0,8,,,,18-34
2025,34,2025-08-23,3,매독(잠복),13,627,,,,18-34
2025,38,2025-09-20,2,결핵,400,13183,351.0,1.14,,18-38
2025,38,2025-09-20,2,수두,301,22445,326.0,0.92,,18-38
2025,38,2025-09-20,2,홍역,0,69,0.0,,,18-38
2025,38,2025-09-20,2,콜레라,0,0,0.0,,,18-38
