연도,주차,기준일,급,감염병,금주신고수,연누계,5년주별평균,예년대비배수,열부분추출,출처호
2024,30,2024-07-27,2,장티푸스,0,20,1.0,0.0,,17-30
2024,30,2024-07-27,2,파라티푸스,0,8,1.0,0.0,,17-30
2024,30,2024-07-27,2,세균성이질,2,24,1.0,2.0,,17-30
2024,30,2024-07-27,2,장출혈성대장균감염증,2,160,9.0,0.22,,17-30
2024,30,2024-07-27,2,A형간염,17,762,173.0,0.1,,17-30
2024,30,2024-07-27,2,백일해,1515,15179,2.0,757.5,,17-30
2024,30,2024-07-27,2,유행성이하선염,92,4169,194.0,0.47,,17-30
2024,30,2024-07-27,2,풍진,0,0,0.0,,,17-30
2024,30,2024-07-27,2,수막구균 감염증,0,12,0.0,,,17-30
2024,30,2024-07-27,2,폐렴구균 감염증,0,182,6.0,0.0,,17-30
2024,30,2024-07-27,2,한센병,0,2,0.0,,,17-30
2024,30,2024-07-27,2,성홍열,91,3415,45.0,2.02,,17-30
2024,30,2024-07-27,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-30
2024,30,2024-07-27,2,카바페넴내성장내세균목(CRE) 감염증,1127,29989,577.0,1.95,,17-30
2024,30,2024-07-27,2,E형간염,9,396,,,,17-30
2024,30,2024-07-27,3,파상풍,0,7,1.0,0.0,,17-30
2024,30,2024-07-27,3,B형간염,4,144,9.0,0.44,,17-30
2024,30,2024-07-27,3,일본뇌염,0,0,0.0,,,17-30
2024,30,2024-07-27,3,C형간염,73,3846,190.0,0.38,,17-30
2024,30,2024-07-27,3,말라리아,24,367,25.0,0.96,,17-30
2024,30,2024-07-27,3,레지오넬라증,7,216,12.0,0.58,,17-30
2024,30,2024-07-27,3,비브리오패혈증,2,9,2.0,1.0,,17-30
2024,30,2024-07-27,3,발진열,0,13,0.0,,,17-30
2024,30,2024-07-27,3,쯔쯔가무시증,12,799,24.0,0.5,,17-30
2024,30,2024-07-27,3,렙토스피라증,0,15,2.0,0.0,,17-30
2024,30,2024-07-27,3,브루셀라증,0,5,0.0,,,17-30
2024,30,2024-07-27,3,신증후군출혈열,1,150,6.0,0.17,,17-30
2024,30,2024-07-27,3,후천성면역결핍증(AIDS),9,376,16.0,0.56,,17-30
2024,30,2024-07-27,3,크로이츠펠트-야콥병(CJD),0,19,1.0,0.0,,17-30
2024,30,2024-07-27,3,뎅기열,1,106,3.0,0.33,,17-30
2024,30,2024-07-27,3,큐열,0,28,2.0,0.0,,17-30
2024,30,2024-07-27,3,라임병,0,10,1.0,0.0,,17-30
2024,30,2024-07-27,3,유비저,0,0,0.0,,,17-30
2024,30,2024-07-27,3,치쿤구니야열,0,0,0.0,,,17-30
2024,30,2024-07-27,3,중증열성혈소판감소 증후군(SFTS),3,58,8.0,0.38,,17-30
2024,30,2024-07-27,3,지카바이러스감염증,0,0,0.0,,,17-30
2024,30,2024-07-27,3,엠폭스(원숭이두창),1,10,,,,17-30
2024,30,2024-07-27,3,매독(1기),21,600,,,,17-30
2024,30,2024-07-27,3,매독(2기),8,278,,,,17-30
2024,30,2024-07-27,3,매독(3기),1,35,,,,17-30
2024,30,2024-07-27,3,매독(선천성),1,5,,,,17-30
2024,30,2024-07-27,3,매독(잠복),19,740,,,,17-30
2024,34,2024-08-24,2,결핵,354,9947,368.0,0.96,,17-34
2024,34,2024-08-24,2,수두,356,20700,481.0,0.74,,17-34
2024,34,2024-08-24,2,영국(1) 홍역,0,47,0.0,,,17-34
2024,34,2024-08-24,2,콜레라,0,0,0.0,,,17-34
2024,34,2024-08-24,2,장티푸스,1,23,1.0,1.0,,17-34
2024,34,2024-08-24,2,파라티푸스,0,9,1.0,0.0,,17-34
2024,34,2024-08-24,2,세균성이질,1,30,1.0,1.0,,17-34
2024,34,2024-08-24,2,장출혈성대장균감염증,2,187,6.0,0.33,,17-34
2024,34,2024-08-24,2,A형간염,9,827,176.0,0.05,,17-34
2024,34,2024-08-24,2,백일해,583,18783,2.0,291.5,,17-34
2024,34,2024-08-24,2,유행성이하선염,111,4598,173.0,0.64,,17-34
2024,34,2024-08-24,2,풍진,0,0,0.0,,,17-34
2024,34,2024-08-24,2,수막구균 감염증,0,14,0.0,,,17-34
2024,34,2024-08-24,2,폐렴구균 감염증,2,311,5.0,0.4,,17-34
2024,34,2024-08-24,2,한센병,0,2,0.0,,,17-34
2024,34,2024-08-24,2,성홍열,70,3944,36.0,1.94,,17-34
2024,34,2024-08-24,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-34
2024,34,2024-08-24,2,카바페넴내성장내세균목(CRE) 감염증,1081,34995,606.0,1.78,,17-34
2024,34,2024-08-24,2,E형간염,12,474,,,,17-34
2024,34,2024-08-24,3,파상풍,0,7,1.0,0.0,,17-34
2024,34,2024-08-24,3,B형간염,1,159,7.0,0.14,,17-34
2024,34,2024-08-24,3,일본뇌염,0,0,0.0,,,17-34
2024,34,2024-08-24,3,C형간염,93,4321,172.0,0.54,,17-34
2024,34,2024-08-24,3,말라리아,17,494,19.0,0.89,,17-34
2024,34,2024-08-24,3,레지오넬라증,13,272,12.0,1.08,,17-34
2024,34,2024-08-24,3,비브리오패혈증,3,20,4.0,0.75,,17-34
2024,34,2024-08-24,3,발진열,1,18,0.0,,,17-34
2024,34,2024-08-24,3,쯔쯔가무시증,20,919,27.0,0.74,,17-34
2024,34,2024-08-24,3,렙토스피라증,0,19,3.0,0.0,,17-34
2024,34,2024-08-24,3,브루셀라증,0,5,0.0,,,17-34
2024,34,2024-08-24,3,신증후군출혈열,5,172,5.0,1.0,,17-34
2024,34,2024-08-24,3,후천성면역결핍증(AIDS),20,439,16.0,1.25,,17-34
2024,34,2024-08-24,3,크로이츠펠트-야콥병(CJD),0,44,1.0,0.0,,17-34
2024,34,2024-08-24,3,뎅기열,7,124,5.0,1.4,,17-34
2024,34,2024-08-24,3,필리핀(5) 큐열,1,36,2.0,0.5,,17-34
2024,34,2024-08-24,3,라임병,0,15,1.0,0.0,,17-34
2024,34,2024-08-24,3,유비저,0,1,0.0,,,17-34
2024,34,2024-08-24,3,치쿤구니야열,1,1,0.0,,,17-34
2024,34,2024-08-24,3,중증열성혈소판감소 증후군(SFTS),1,79,8.0,0.12,,17-34
2024,34,2024-08-24,3,지카바이러스감염증,0,0,0.0,,,17-34
2024,34,2024-08-24,3,엠폭스(원숭이두창),0,11,,,,17-34
2024,34,2024-08-24,3,매독(1기),12,683,,,,17-34
2024,34,2024-08-24,3,매독(2기),7,317,,,,17-34
2024,34,2024-08-24,3,매독(3기),0,39,,,,17-34
2024,34,2024-08-24,3,매독(선천성),1,9,,,,17-34
2024,34,2024-08-24,3,매독(잠복),25,842,,,,17-34
2024,36,2024-09-07,2,결핵,296,10437,356.0,0.83,,17-36
2024,36,2024-09-07,2,수두,274,21381,423.0,0.65,,17-36
2024,36,2024-09-07,2,홍역,0,47,0.0,,,17-36
2024,36,2024-09-07,2,콜레라,0,0,0.0,,,17-36
2024,36,2024-09-07,2,장티푸스,1,23,1.0,1.0,,17-36
2024,36,2024-09-07,2,파라티푸스,0,14,1.0,0.0,,17-36
2024,36,2024-09-07,2,세균성이질,0,31,1.0,0.0,,17-36
2024,36,2024-09-07,2,장출혈성대장균감염증,3,203,5.0,0.6,,17-36
2024,36,2024-09-07,2,A형간염,14,859,166.0,0.08,,17-36
2024,36,2024-09-07,2,백일해,357,20196,2.0,178.5,,17-36
2024,36,2024-09-07,2,유행성이하선염,75,4780,178.0,0.42,,17-36
2024,36,2024-09-07,2,풍진,0,0,0.0,,,17-36
2024,36,2024-09-07,2,수막구균 감염증,0,14,0.0,,,17-36
2024,36,2024-09-07,2,폐렴구균 감염증,2,318,5.0,0.4,,17-36
2024,36,2024-09-07,2,한센병,0,2,0.0,,,17-36
2024,36,2024-09-07,2,성홍열,95,4155,37.0,2.57,,17-36
2024,36,2024-09-07,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-36
2024,36,2024-09-07,2,카바페넴내성장내세균목(CRE) 감염증,1154,37862,592.0,1.95,,17-36
2024,36,2024-09-07,2,E형간염,19,507,,,,17-36
2024,36,2024-09-07,3,파상풍,0,7,1.0,0.0,,17-36
2024,36,2024-09-07,3,B형간염,5,171,7.0,0.71,,17-36
2024,36,2024-09-07,3,일본뇌염,0,2,1.0,0.0,,17-36
2024,36,2024-09-07,3,C형간염,99,4552,170.0,0.58,,17-36
2024,36,2024-09-07,3,말라리아,9,525,16.0,0.56,,17-36
2024,36,2024-09-07,3,레지오넬라증,4,291,11.0,0.36,,17-36
2024,36,2024-09-07,3,비브리오패혈증,2,25,5.0,0.4,,17-36
2024,36,2024-09-07,3,발진열,2,23,0.0,,,17-36
2024,36,2024-09-07,3,쯔쯔가무시증,11,981,29.0,0.38,,17-36
2024,36,2024-09-07,3,렙토스피라증,1,20,3.0,0.33,,17-36
2024,36,2024-09-07,3,브루셀라증,0,5,0.0,,,17-36
2024,36,2024-09-07,3,신증후군출혈열,5,188,5.0,1.0,,17-36
2024,36,2024-09-07,3,후천성면역결핍증(AIDS),11,468,19.0,0.58,,17-36
2024,36,2024-09-07,3,크로이츠펠트-야콥병(CJD),0,45,1.0,0.0,,17-36
2024,36,2024-09-07,3,뎅기열,3,136,4.0,0.75,,17-36
2024,36,2024-09-07,3,큐열,1,38,2.0,0.5,,17-36
2024,36,2024-09-07,3,라임병,0,18,1.0,0.0,,17-36
2024,36,2024-09-07,3,유비저,0,1,0.0,,,17-36
2024,36,2024-09-07,3,치쿤구니야열,0,1,0.0,,,17-36
2024,36,2024-09-07,3,중증열성혈소판감소 증후군(SFTS),0,86,6.0,0.0,,17-36
2024,36,2024-09-07,3,지카바이러스감염증,0,0,0.0,,,17-36
2024,36,2024-09-07,3,엠폭스(원숭이두창),0,13,,,,17-36
2024,36,2024-09-07,3,매독,37,1993,,,,17-36
2024,36,2024-09-07,3,매독(1기),9,715,,,,17-36
2024,36,2024-09-07,3,매독(2기),7,333,,,,17-36
2024,36,2024-09-07,3,매독(3기),0,43,,,,17-36
2024,36,2024-09-07,3,매독(선천성),2,9,,,,17-36
2024,36,2024-09-07,3,매독(잠복),19,893,,,,17-36
2024,39,2024-09-28,2,결핵,354,11135,328.0,1.08,,17-38
2024,39,2024-09-28,2,수두,264,22343,445.0,0.59,,17-38
2024,39,2024-09-28,2,홍역,0,47,0.0,,,17-38
2024,39,2024-09-28,2,콜레라,0,0,0.0,,,17-38
2024,39,2024-09-28,2,장티푸스,4,28,1.0,4.0,,17-38
2024,39,2024-09-28,2,파라티푸스,4,19,1.0,4.0,,17-38
2024,39,2024-09-28,2,세균성이질,1,32,1.0,1.0,,17-38
2024,39,2024-09-28,2,장출혈성대장균감염증,2,213,4.0,0.5,,17-38
2024,39,2024-09-28,2,A형간염,10,894,137.0,0.07,,17-38
2024,39,2024-09-28,2,백일해,376,22562,2.0,188.0,,17-38
2024,39,2024-09-28,2,유행성이하선염,94,5062,171.0,0.55,,17-38
2024,39,2024-09-28,2,풍진,0,0,0.0,,,17-38
2024,39,2024-09-28,2,수막구균 감염증,0,15,0.0,,,17-38
2024,39,2024-09-28,2,폐렴구균 감염증,1,330,5.0,0.2,,17-38
2024,39,2024-09-28,2,한센병,0,2,0.0,,,17-38
2024,39,2024-09-28,2,성홍열,54,4414,34.0,1.59,,17-38
2024,39,2024-09-28,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-38
2024,39,2024-09-28,2,카바페넴내성장내세균목(CRE) 감염증,866,40903,538.0,1.61,,17-38
2024,39,2024-09-28,2,E형간염,15,548,,,,17-38
2024,39,2024-09-28,3,파상풍,0,18,0.0,,,17-38
2024,39,2024-09-28,3,B형간염,8,195,7.0,1.14,,17-38
2024,39,2024-09-28,3,일본뇌염,0,3,2.0,0.0,,17-38
2024,39,2024-09-28,3,C형간염,71,4822,158.0,0.45,,17-38
2024,39,2024-09-28,3,말라리아,33,610,12.0,2.75,,17-38
2024,39,2024-09-28,3,레지오넬라증,1,304,10.0,0.1,,17-38
2024,39,2024-09-28,3,비브리오패혈증,5,34,4.0,1.25,,17-38
2024,39,2024-09-28,3,발진열,0,11,0.0,,,17-38
2024,39,2024-09-28,3,쯔쯔가무시증,7,1022,35.0,0.2,,17-38
2024,39,2024-09-28,3,렙토스피라증,0,25,3.0,0.0,,17-38
2024,39,2024-09-28,3,브루셀라증,0,5,0.0,,,17-38
2024,39,2024-09-28,3,신증후군출혈열,2,193,6.0,0.33,,17-38
2024,39,2024-09-28,3,후천성면역결핍증(AIDS) 크로이츠펠트-야콥병(CJD),0,50,1.0,0.0,,17-38
2024,39,2024-09-28,3,뎅기열,2,148,3.0,0.67,,17-38
2024,39,2024-09-28,3,큐열,0,40,1.0,0.0,,17-38
2024,39,2024-09-28,3,라임병,0,19,1.0,0.0,,17-38
2024,39,2024-09-28,3,유비저,0,1,0.0,,,17-38
2024,39,2024-09-28,3,치쿤구니야열,0,2,0.0,,,17-38
2024,39,2024-09-28,3,중증열성혈소판감소 증후군(SFTS),1,97,10.0,0.1,,17-38
2024,39,2024-09-28,3,지카바이러스감염증,0,0,0.0,,,17-38
2024,39,2024-09-28,3,엠폭스(원숭이두창),0,13,,,,17-38
2024,39,2024-09-28,3,매독,33,2060,,,,17-38
2024,39,2024-09-28,3,매독(1기),14,730,,,,17-38
2024,39,2024-09-28,3,매독(2기),5,354,,,,17-38
2024,39,2024-09-28,3,매독(3기),0,44,,,,17-38
2024,39,2024-09-28,3,매독(선천성),0,8,,,,17-38
2024,39,2024-09-28,3,매독(잠복),14,924,,,,17-38
2024,43,2024-10-26,2,결핵,283,12126,347.0,0.82,,17-42
2024,43,2024-10-26,2,수두,352,23792,561.0,0.63,,17-42
2024,43,2024-10-26,2,홍역,0,47,0.0,,,17-42
2024,43,2024-10-26,2,콜레라,0,0,0.0,,,17-42
2024,43,2024-10-26,2,장티푸스,0,22,0.0,,,17-42
2024,43,2024-10-26,2,파라티푸스,0,17,1.0,0.0,,17-42
2024,43,2024-10-26,2,세균성이질,0,33,1.0,0.0,,17-42
2024,43,2024-10-26,2,장출혈성대장균감염증,0,215,3.0,0.0,,17-42
2024,43,2024-10-26,2,A형간염,14,980,93.0,0.15,,17-42
2024,43,2024-10-26,2,백일해,1003,28020,5.0,200.6,,17-42
2024,43,2024-10-26,2,유행성이하선염,83,5421,192.0,0.43,,17-42
2024,43,2024-10-26,2,풍진,0,0,0.0,,,17-42
2024,43,2024-10-26,2,수막구균 감염증,0,15,0.0,,,17-42
2024,43,2024-10-26,2,폐렴구균 감염증,3,355,7.0,0.43,,17-42
2024,43,2024-10-26,2,한센병,0,2,0.0,,,17-42
2024,43,2024-10-26,2,성홍열,70,4845,34.0,2.06,,17-42
2024,43,2024-10-26,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-42
2024,43,2024-10-26,2,카바페넴내성장내세균목(CRE) 감염증,1058,45548,540.0,1.96,,17-42
2024,43,2024-10-26,2,E형간염,9,607,,,,17-42
2024,43,2024-10-26,3,파상풍,0,26,0.0,,,17-42
2024,43,2024-10-26,3,B형간염,5,213,8.0,0.62,,17-42
2024,43,2024-10-26,3,일본뇌염,0,7,1.0,0.0,,17-42
2024,43,2024-10-26,3,C형간염,67,5209,175.0,0.38,,17-42
2024,43,2024-10-26,3,말라리아,4,675,5.0,0.8,,17-42
2024,43,2024-10-26,3,레지오넬라증,3,335,9.0,0.33,,17-42
2024,43,2024-10-26,3,비브리오패혈증,2,44,2.0,1.0,,17-42
2024,43,2024-10-26,3,발진열,0,12,1.0,0.0,,17-42
2024,43,2024-10-26,3,쯔쯔가무시증,110,1204,373.0,0.29,,17-42
2024,43,2024-10-26,3,렙토스피라증,1,30,5.0,0.2,,17-42
2024,43,2024-10-26,3,브루셀라증,0,5,0.0,,,17-42
2024,43,2024-10-26,3,신증후군출혈열,6,215,15.0,0.4,,17-42
2024,43,2024-10-26,3,후천성면역결핍증(AIDS),15,562,21.0,0.71,,17-42
2024,43,2024-10-26,3,크로이츠펠트-야콥병(CJD),0,55,1.0,0.0,,17-42
2024,43,2024-10-26,3,뎅기열,4,165,3.0,1.33,,17-42
2024,43,2024-10-26,3,큐열,1,45,2.0,0.5,,17-42
2024,43,2024-10-26,3,라임병,0,18,1.0,0.0,,17-42
2024,43,2024-10-26,3,유비저,0,2,0.0,,,17-42
2024,43,2024-10-26,3,치쿤구니야열,0,2,0.0,,,17-42
2024,43,2024-10-26,3,중증열성혈소판감소 증후군(SFTS),1,123,10.0,0.1,,17-42
2024,43,2024-10-26,3,지카바이러스감염증,0,0,0.0,,,17-42
2024,43,2024-10-26,3,엠폭스(원숭이두창),1,14,,,,17-42
2024,43,2024-10-26,3,매독,45,2332,,,,17-42
2024,43,2024-10-26,3,매독(1기),17,822,,,,17-42
2024,43,2024-10-26,3,매독(2기),11,419,,,,17-42
2024,43,2024-10-26,3,매독(3기),1,48,,,,17-42
2024,43,2024-10-26,3,매독(선천성),1,14,,,,17-42
2024,43,2024-10-26,3,매독(잠복),15,1029,,,,17-42
2024,47,2024-11-23,2,결핵,310,13176,364.0,0.85,,17-46
2024,47,2024-11-23,2,수두,705,26427,809.0,0.87,,17-46
2024,47,2024-11-23,2,홍역,0,47,0.0,,,17-46
2024,47,2024-11-23,2,콜레라,0,0,0.0,,,17-46
2024,47,2024-11-23,2,장티푸스,0,23,0.0,,,17-46
2024,47,2024-11-23,2,파라티푸스,0,20,0.0,,,17-46
2024,47,2024-11-23,2,세균성이질,1,38,1.0,1.0,,17-46
2024,47,2024-11-23,2,장출혈성대장균감염증,0,241,2.0,0.0,,17-46
2024,47,2024-11-23,2,A형간염,21,1073,67.0,0.31,,17-46
2024,47,2024-11-23,2,백일해,1109,36020,8.0,138.62,,17-46
2024,47,2024-11-23,2,유행성이하선염,98,5816,182.0,0.54,,17-46
2024,47,2024-11-23,2,풍진,0,0,0.0,,,17-46
2024,47,2024-11-23,2,수막구균 감염증,0,16,0.0,,,17-46
2024,47,2024-11-23,2,폐렴구균 감염증,1,384,8.0,0.12,,17-46
2024,47,2024-11-23,2,한센병,0,2,0.0,,,17-46
2024,47,2024-11-23,2,성홍열,90,5389,36.0,2.5,,17-46
2024,47,2024-11-23,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-46
2024,47,2024-11-23,2,카바페넴내성장내세균목(CRE) 감염증,927,49739,496.0,1.87,,17-46
2024,47,2024-11-23,2,E형간염,13,674,,,,17-46
2024,47,2024-11-23,3,파상풍,0,30,1.0,0.0,,17-46
2024,47,2024-11-23,3,B형간염,2,233,7.0,0.29,,17-46
2024,47,2024-11-23,3,일본뇌염,0,12,0.0,,,17-46
2024,47,2024-11-23,3,C형간염,81,5703,171.0,0.47,,17-46
2024,47,2024-11-23,3,말라리아,4,690,2.0,2.0,,17-46
2024,47,2024-11-23,3,레지오넬라증,6,406,8.0,0.75,,17-46
2024,47,2024-11-23,3,비브리오패혈증,1,50,0.0,,,17-46
2024,47,2024-11-23,3,발진열,0,12,1.0,0.0,,17-46
2024,47,2024-11-23,3,쯔쯔가무시증,398,3804,619.0,0.64,,17-46
2024,47,2024-11-23,3,렙토스피라증,0,52,5.0,0.0,,17-46
2024,47,2024-11-23,3,브루셀라증,0,5,0.0,,,17-46
2024,47,2024-11-23,3,신증후군출혈열,7,289,19.0,0.37,,17-46
2024,47,2024-11-23,3,후천성면역결핍증(AIDS),18,629,18.0,1.0,,17-46
2024,47,2024-11-23,3,크로이츠펠트-야콥병(CJD),0,61,1.0,0.0,,17-46
2024,47,2024-11-23,3,뎅기열,1,178,3.0,0.33,,17-46
2024,47,2024-11-23,3,큐열,0,49,1.0,0.0,,17-46
2024,47,2024-11-23,3,라임병,0,23,1.0,0.0,,17-46
2024,47,2024-11-23,3,유비저,0,2,0.0,,,17-46
2024,47,2024-11-23,3,치쿤구니야열,0,5,0.0,,,17-46
2024,47,2024-11-23,3,중증열성혈소판감소 증후군(SFTS),0,153,0.0,,,17-46
2024,47,2024-11-23,3,지카바이러스감염증,0,0,0.0,,,17-46
2024,47,2024-11-23,3,엠폭스(원숭이두창),0,17,,,,17-46
2024,47,2024-11-23,3,매독,41,2512,,,,17-46
2024,47,2024-11-23,3,매독(1기),18,888,,,,17-46
2024,47,2024-11-23,3,필리핀(1) 매독(2기),10,458,,,,17-46
2024,47,2024-11-23,3,매독(3기),0,48,,,,17-46
2024,47,2024-11-23,3,매독(선천성),0,14,,,,17-46
2024,47,2024-11-23,3,매독(잠복),13,1104,,,,17-46
2024,51,2024-12-21,2,결핵,339,14275,336.0,1.01,,17-50
2024,51,2024-12-21,2,수두,737,30067,888.0,0.83,,17-50
2024,51,2024-12-21,2,홍역,0,47,0.0,,,17-50
2024,51,2024-12-21,2,콜레라,0,0,0.0,,,17-50
2024,51,2024-12-21,2,장티푸스,0,26,1.0,0.0,,17-50
2024,51,2024-12-21,2,파라티푸스,0,21,0.0,,,17-50
2024,51,2024-12-21,2,세균성이질,0,38,1.0,0.0,,17-50
2024,51,2024-12-21,2,장출혈성대장균감염증,0,258,1.0,0.0,,17-50
2024,51,2024-12-21,2,A형간염,16,1135,57.0,0.28,,17-50
2024,51,2024-12-21,2,백일해,1324,45559,8.0,165.5,,17-50
2024,51,2024-12-21,2,유행성이하선염,78,6177,145.0,0.54,,17-50
2024,51,2024-12-21,2,풍진,0,0,0.0,,,17-50
2024,51,2024-12-21,2,수막구균 감염증,1,17,0.0,,,17-50
2024,51,2024-12-21,2,폐렴구균 감염증,8,415,9.0,0.89,,17-50
2024,51,2024-12-21,2,한센병,0,3,0.0,,,17-50
2024,51,2024-12-21,2,성홍열,137,6186,38.0,3.61,,17-50
2024,51,2024-12-21,2,반코마이신내성황색 포도알균(VRSA) 감염증,0,1,0.0,,,17-50
2024,51,2024-12-21,2,카바페넴내성장내세균목(CRE) 감염증,611,41847,460.0,1.33,,17-50
2024,51,2024-12-21,2,E형간염,11,732,,,,17-50
2024,51,2024-12-21,3,파상풍,0,31,0.0,,,17-50
2024,51,2024-12-21,3,B형간염,4,250,6.0,0.67,,17-50
2024,51,2024-12-21,3,일본뇌염,0,18,0.0,,,17-50
2024,51,2024-12-21,3,C형간염,92,6201,162.0,0.57,,17-50
2024,51,2024-12-21,3,말라리아,4,712,1.0,4.0,,17-50
2024,51,2024-12-21,3,카메룬(1) 레지오넬라증,6,394,8.0,0.75,,17-50
2024,51,2024-12-21,3,비브리오패혈증,0,51,0.0,,,17-50
2024,51,2024-12-21,3,발진열,1,50,0.0,,,17-50
2024,51,2024-12-21,3,쯔쯔가무시증,50,5912,96.0,0.52,,17-50
2024,51,2024-12-21,3,렙토스피라증,1,68,2.0,0.5,,17-50
2024,51,2024-12-21,3,브루셀라증,0,5,0.0,,,17-50
2024,51,2024-12-21,3,신증후군출혈열,3,342,8.0,0.38,,17-50
2024,51,2024-12-21,3,후천성면역결핍증(AIDS),8,673,18.0,0.44,,17-50
2024,51,2024-12-21,3,크로이츠펠트-야콥병(CJD),1,45,1.0,1.0,,17-50
2024,51,2024-12-21,3,뎅기열,1,190,3.0,0.33,,17-50
2024,51,2024-12-21,3,큐열,0,50,1.0,0.0,,17-50
2024,51,2024-12-21,3,라임병,0,29,0.0,,,17-50
2024,51,2024-12-21,3,유비저,0,2,0.0,,,17-50
2024,51,2024-12-21,3,치쿤구니야열,0,9,0.0,,,17-50
2024,51,2024-12-21,3,중증열성혈소판감소 증후군(SFTS),0,169,0.0,,,17-50
2024,51,2024-12-21,3,지카바이러스감염증,0,0,0.0,,,17-50
2024,51,2024-12-21,3,엠폭스(원숭이두창),0,17,,,,17-50
2024,51,2024-12-21,3,매독,48,2727,,,,17-50
2024,51,2024-12-21,3,매독(1기),15,968,,,,17-50
2024,51,2024-12-21,3,매독(2기),11,507,,,,17-50
2024,51,2024-12-21,3,매독(3기),0,52,,,,17-50
2024,51,2024-12-21,3,매독(선천성),1,14,,,,17-50
2024,51,2024-12-21,3,매독(잠복),21,1186,,,,17-50
2025,1,2025-01-04,2,결핵,340,340,411.0,0.83,,18-2
2025,1,2025-01-04,2,수두,653,653,810.0,0.81,,18-2
2025,1,2025-01-04,2,홍역,0,0,0.0,,,18-2
2025,1,2025-01-04,2,콜레라,0,0,0.0,,,18-2
2025,1,2025-01-04,2,장티푸스,0,0,1.0,0.0,,18-2
2025,1,2025-01-04,2,파라티푸스,0,0,0.0,,,18-2
2025,1,2025-01-04,2,세균성이질,0,0,1.0,0.0,,18-2
2025,1,2025-01-04,2,장출혈성대장균감염증,2,2,1.0,2.0,,18-2
2025,1,2025-01-04,2,A형간염,18,18,51.0,0.35,,18-2
2025,1,2025-01-04,2,백일해,701,701,7.0,100.14,,18-2
2025,1,2025-01-04,2,유행성이하선염,138,138,136.0,1.01,,18-2
2025,1,2025-01-04,2,풍진,0,0,0.0,,,18-2
2025,1,2025-01-04,2,수막구균 감염증,0,0,0.0,,,18-2
2025,1,2025-01-04,2,폐렴구균 감염증,13,13,10.0,1.3,,18-2
2025,1,2025-01-04,2,한센병,0,0,0.0,,,18-2
2025,1,2025-01-04,2,성홍열,118,118,39.0,3.03,,18-2
2025,1,2025-01-04,2,반코마이신내성황색포도알 균(VRSA) 감염증,0,0,0.0,,,18-2
2025,1,2025-01-04,2,카바페넴내성장내세균목(CRE) 감염증,494,494,536.0,0.92,,18-2
2025,1,2025-01-04,2,E형간염,10,10,,,,18-2
2025,1,2025-01-04,3,파상풍,0,0,0.0,,,18-2
2025,1,2025-01-04,3,B형간염,4,4,7.0,0.57,,18-2
2025,1,2025-01-04,3,일본뇌염,0,0,0.0,,,18-2
2025,1,2025-01-04,3,C형간염,72,72,175.0,0.41,,18-2
2025,1,2025-01-04,3,말라리아,1,1,1.0,1.0,,18-2
2025,1,2025-01-04,3,레지오넬라증,1,1,8.0,0.12,,18-2
2025,1,2025-01-04,3,비브리오패혈증,0,0,0.0,,,18-2
2025,1,2025-01-04,3,발진열,0,0,0.0,,,18-2
2025,1,2025-01-04,3,쯔쯔가무시증,8,8,38.0,0.21,,18-2
2025,1,2025-01-04,3,렙토스피라증,0,0,1.0,0.0,,18-2
2025,1,2025-01-04,3,브루셀라증,0,0,0.0,,,18-2
2025,1,2025-01-04,3,신증후군출혈열,2,2,6.0,0.33,,18-2
2025,1,2025-01-04,3,후천성면역결핍증(AIDS),1,1,4.0,0.25,,18-2
2025,1,2025-01-04,3,크로이츠펠트-야콥병(CJD),0,0,1.0,0.0,,18-2
2025,1,2025-01-04,3,뎅기열,1,1,2.0,0.5,,18-2
2025,1,2025-01-04,3,큐열,1,1,1.0,1.0,,18-2
2025,1,2025-01-04,3,라임병,0,0,0.0,,,18-2
2025,1,2025-01-04,3,유비저,0,0,0.0,,,18-2
2025,1,2025-01-04,3,치쿤구니야열,0,0,0.0,,,18-2
2025,1,2025-01-04,3,중 증 열 성 혈 소 판 감 소 증 후 군(SFTS),0,0,0.0,,,18-2
2025,1,2025-01-04,3,지카바이러스감염증,0,0,0.0,,,18-2
2025,1,2025-01-04,3,엠폭스(원숭이두창),0,0,,,,18-2
2025,1,2025-01-04,3,매독,7,7,,,Y,18-2
2025,1,2025-01-04,3,매독(1기),4,4,,,,18-2
2025,1,2025-01-04,3,매독(2기),2,2,,,,18-2
2025,1,2025-01-04,3,매독(3기),0,0,,,,18-2
2025,1,2025-01-04,3,매독(선천성),0,0,,,,18-2
2025,1,2025-01-04,3,매독(잠복),1,1,,,,18-2
2025,6,2025-02-08,2,결핵,502,2366,391.0,1.28,,18-6
2025,6,2025-02-08,2,수두,321,3320,514.0,0.62,,18-6
2025,6,2025-02-08,2,홍역,0,2,0.0,,,18-6
2025,6,2025-02-08,2,콜레라,0,0,0.0,,,18-6
