제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
2012년 국가승인이 필요한 유전자변형생물체 개발 및 실험제도 안내,2018.07.10,2012,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710099741829&q_clsfNo=0,,국가승인이필요한유전자변형생물체개발실험제도
2012년 주요 감염병 매개 모기 방제 관리지침,2014.01.06,2012,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227397/artclView.do,,주요감염병매개모기방제관리지침
당뇨병 표준교육자료,2012.12.26,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218911/artclView.do,,당뇨병표준교육자료
고혈압 표준교육자료,2012.12.26,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218910/artclView.do,,고혈압표준교육자료
성인 예방접종 가이드,2012.12.03,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227362/artclView.do,,성인예방접종가이드
의료관련감염병 표본감시 신고서식,2012.11.30,2012,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228397/artclView.do,,의료관련감염병표본감시신고서식
의료관련감염병 표본감시 안내지침,2012.11.29,2012,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227361/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710127068352&q_clsfNo=0,의료관련감염병표본감시지침
「2012 법정감염병 진단·신고 기준」지침,2012.11.16,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227360/artclView.do,,2012법정감염병진단신고기준지침
2012 한국인유전체역학조사사업 심포지엄 안내,2012.11.05,2012,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220929/artclView.do,,2012한국인유전체역학조사사업심포지엄
2012 브루셀라증 예방관리 지침,2012.10.25,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227359/artclView.do,,2012브루셀라증예방관리지침
다제내성균 관리지침,2012.10.24,2012,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227358/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710923235405&q_clsfNo=0,다제내성균관리지침
제1회 국가 감염병 연구 포럼 개최 안내,2012.10.23,2012,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220927/artclView.do,,제1회국가감염병연구포럼개최
라임병 관리 지침,2012.10.10,2012,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227357/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710511145542&q_clsfNo=0,라임병관리지침
2012년도 결핵 관련 지침(타 부처 관련),2012.09.28,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227356/artclView.do,,결핵관련지침
2012년도 민간공공협력결핵관리사업 지침,2012.09.28,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227355/artclView.do,,민간공공협력결핵관리사업지침
2012년 결핵 역학조사관리지침,2012.09.28,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227354/artclView.do,,결핵역학조사관리지침
2012년도 국가결핵관리지침,2012.09.28,2012,KDCA게시판,지침,,7,https://www.kdca.go.kr/bbs/kdca/55/227353/artclView.do,,국가결핵관리지침
2012년 CJD(크로이츠펠트) 및 vCJD(변종크로이츠펠트) 관리지침,2012.09.18,2012,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227352/artclView.do,,CJDvCJD관리지침
국립보건연구원에서 주최하는 오송 심포지움 – 제2회 범부처 감염병 국제 컨퍼런스가 오는 9월25일 부터 26일까지 열립니다.,2012.09.07,2012,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220916/artclView.do,,국립보건연구원에서주최하는오송심포지움–제2회범부처감염병국제컨퍼런스가오는9월25일부터26일까지열립니다
수면무호흡증 예방관리 자주하는 질문,2012.08.25,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218909/artclView.do,,수면무호흡증예방관리자주하는질문
관절염 예방관리 자주하는 질문,2012.08.25,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218908/artclView.do,,관절염예방관리자주하는질문
난청 예방관리 자주하는 질문,2012.08.25,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218907/artclView.do,,난청예방관리자주하는질문
눈 건강관리 자주하는 질문,2012.08.25,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218906/artclView.do,,눈건강관리자주하는질문
수인성감염병 예방 교육자료,2012.08.25,2012,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218905/artclView.do,,수인성감염병예방교육자료
검체시험의뢰서,2012.06.24,2012,KDCA게시판,서식,,4,https://www.kdca.go.kr/bbs/kdca/57/228396/artclView.do,,검체시험의뢰서
2012년 수인성·식품매개질환 역학조사 지침,2012.05.18,2012,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227351/artclView.do,,수인성식품매개질환역학조사지침
환경조사 결과보고서(양식 F) 양식,2012.05.18,2012,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228395/artclView.do,,환경조사결과보고서양식
수인성식품매개질환 검체검사 의뢰서(양식 E) 양식,2012.05.18,2012,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228394/artclView.do,,수인성식품매개질환검체검사의뢰서양식
보건소 상황보고(양식 D) 양식,2012.05.18,2012,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228393/artclView.do,,보건소상황보고양식
수인성식품매개질환 사례조사서(양식 B~C),2012.05.18,2012,KDCA게시판,서식,Y,2,https://www.kdca.go.kr/bbs/kdca/57/228392/artclView.do,,수인성식품매개질환사례조사서
수인성식품매개질환 신고접수양식(양식 A),2012.05.18,2012,KDCA게시판,서식,Y,2,https://www.kdca.go.kr/bbs/kdca/57/228391/artclView.do,,수인성식품매개질환신고접수양식
2012년 소규모 유행 역학조사 결과보고서 양식,2012.05.18,2012,KDCA게시판,서식,,3,https://www.kdca.go.kr/bbs/kdca/57/228390/artclView.do,,소규모유행역학조사결과보고서양식
2012년 국가감염병매개체방제관리지침 및 방제 가이드,2012.04.27,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227350/artclView.do,,국가감염병매개체방제관리지침방제가이드
2012년 레지오넬라증 관리 지침,2012.04.09,2012,KDCA게시판,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/227349/artclView.do,,레지오넬라증관리지침
2012년 가을철 발열성질환 관리 지침,2012.04.03,2012,KDCA게시판,지침,Y,2,https://www.kdca.go.kr/bbs/kdca/55/227348/artclView.do,,가을철발열성질환관리지침
2012년 말라리아 관리 지침,2012.04.03,2012,KDCA게시판+감염병포털,지침,,24,https://www.kdca.go.kr/bbs/kdca/55/227347/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710531314940&q_clsfNo=0,말라리아관리지침
제5차 퇴원손상심층조사 자료이용 지침서,2012.03.28,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227346/artclView.do,,제5차퇴원손상심층조사자료이용지침서
2012년 성매개감염병 관리지침,2012.03.26,2012,KDCA게시판+감염병포털,지침,,12,https://www.kdca.go.kr/bbs/kdca/55/227345/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822262582329&q_clsfNo=0,성매개감염병관리지침
2012 HIV/AIDS 관리지침,2012.03.26,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227344/artclView.do,,2012HIV/AIDS관리지침
2012 검역업무지침,2012.03.19,2012,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227343/artclView.do,,2012검역업무지침
카바페넴내성 장내세균속 감염관리지침,2012.03.15,2012,KDCA게시판+감염병포털,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227342/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710353095722&q_clsfNo=0,카바페넴내성장내세균속감염관리지침
2012년 감염병 관리 사업 지침,2012.03.15,2012,KDCA게시판,지침,,11,https://www.kdca.go.kr/bbs/kdca/55/227341/artclView.do,,감염병관리사업지침
2012년 가을철발열성질환 워크숍 강의자료,2012.03.15,2012,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218904/artclView.do,,가을철발열성질환워크숍강의자료
심뇌혈관질환 예방관리를 위한 2012년 라디오 공익광고,2012.01.13,2012,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218903/artclView.do,,심뇌혈관질환예방관리를위한라디오공익광고
심뇌혈관질환 예방과 관리를 위한 9대 생활수칙(소책자),2012.01.13,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218902/artclView.do,,심뇌혈관질환예방과관리를위한9대생활수칙
수면무호흡증 예방과 관리를 위한 5대 생활수칙(소책자),2012.01.13,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218901/artclView.do,,수면무호흡증예방과관리를위한5대생활수칙
눈 건강 관리를 위한 9대 생활수칙(소책자),2012.01.13,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218900/artclView.do,,눈건강관리를위한9대생활수칙
난청 예방과 관리를 위한 7대 생활수칙(소책자),2012.01.13,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218899/artclView.do,,난청예방과관리를위한7대생활수칙
관절염 예방과 관리를 위한 6대 생활수칙(소책자),2012.01.13,2012,KDCA게시판,교육자료,,2,https://www.kdca.go.kr/bbs/kdca/49/218898/artclView.do,,관절염예방과관리를위한6대생활수칙
2011년 퇴원손상통계,2018.11.06,2011,KDCA게시판,교육자료,,10,https://www.kdca.go.kr/bbs/kdca/49/218975/artclView.do,,퇴원손상통계
2011년 성매개감염 진료지침,2018.08.22,2011,감염병포털,,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822561232125&q_clsfNo=0,,성매개감염진료지침
"2011년 감염병 감시,보고 지침",2018.08.22,2011,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180822135026460&q_clsfNo=0,,감염병감시보고지침
2011년 기생충감염증 표본감시 안내지침,2018.07.10,2011,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710882599846&q_clsfNo=0,,기생충감염증표본감시지침
2011년 수족구병,2018.07.10,2011,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710875181666&q_clsfNo=0,,수족구병
2011년 법정감염병 진단.신고기준,2018.07.10,2011,감염병포털,,,6,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710874818717&q_clsfNo=0,,법정감염병진단신고기준
2011년 가을철 발열성질환 관리지침,2018.07.10,2011,감염병포털,,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710842315473&q_clsfNo=0,,가을철발열성질환관리지침
2011년 인플루엔자 표본감시지침,2018.07.10,2011,감염병포털,,Y,4,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710840614344&q_clsfNo=0,,인플루엔자표본감시지침
2011년 의료관련감염표본감시침,2018.07.10,2011,감염병포털,,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710384393603&q_clsfNo=0,,의료관련감염표본감시침
2011년 엔테로바이러스감염증 표본감시 안내지침,2018.07.10,2011,감염병포털,,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710326930654&q_clsfNo=0,,엔테로바이러스감염증표본감시지침
2011년 장관감염증 표본감시지침,2018.07.10,2011,감염병포털,,,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710275194671&q_clsfNo=0,,장관감염증표본감시지침
2011년 조류인플루엔자 인체감염 예방 및 관리지침,2018.07.10,2011,감염병포털,,,6,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710048942122&q_clsfNo=0,,조류인플루엔자인체감염예방관리지침
고위험병원체 취급 및 보존 안전관리 가이드(2011),2013.01.07,2011,KDCA게시판+감염병포털,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227365/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20180710934020583&q_clsfNo=0,고위험병원체취급보존안전관리가이드
2011-2012절기 인플루엔자 표본감시 안내,2012.01.04,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227340/artclView.do,,20112012절기인플루엔자표본감시
2011 조류인플루엔자 인체감염 예방 및 관리지침,2011.12.26,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227339/artclView.do,,2011조류인플루엔자인체감염예방관리지침
2011 예방접종 대상 감염병의 역학과 관리,2011.12.20,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227338/artclView.do,,2011예방접종대상감염병의역학과관리
2011년 A형간염 역학조사서,2011.10.31,2011,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228389/artclView.do,,A형간염역학조사서
C형 간염예방 포스터,2011.10.28,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218897/artclView.do,,C형간염예방포스터
2011 의료관련감염 표본감시 안내 지침,2011.08.22,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227337/artclView.do,,2011의료관련감염표본감시지침
의료관련감염 표본감시 신고서식,2011.08.22,2011,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228388/artclView.do,,의료관련감염표본감시신고서식
감염성 병원체의 수혈감염위험도 분류,2011.08.17,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218896/artclView.do,,감염성병원체의수혈감염위험도분류
성매개감염 진료지침_전문,2011.08.08,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227336/artclView.do,,성매개감염진료지침전문
수인성ㆍ식품매개감염병 리플랫,2011.07.28,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218895/artclView.do,,수인성ㆍ식품매개감염병리플랫
건강한 여름나기 포스터,2011.07.28,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218894/artclView.do,,건강한여름나기포스터
2011년 폭염대응 건강관리 매뉴얼,2011.07.19,2011,KDCA게시판,교육자료,Y,2,https://www.kdca.go.kr/bbs/kdca/49/218893/artclView.do,,폭염대응건강관리매뉴얼
A형 간염 예방 수칙(2011년),2011.06.24,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218892/artclView.do,,A형간염예방수칙
수족구병 예방 홍보물(2011년),2011.06.24,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218891/artclView.do,,수족구병예방홍보물
2011년 주요 감염병 매개 모기 방제 관리지침,2011.06.23,2011,KDCA게시판,지침,,3,https://www.kdca.go.kr/bbs/kdca/55/227335/artclView.do,,주요감염병매개모기방제관리지침
2011년 HIV/AIDS 관리지침,2011.06.14,2011,KDCA게시판,지침,,15,https://www.kdca.go.kr/bbs/kdca/55/227334/artclView.do,,HIV/AIDS관리지침
국민을 위한 우리나라 장기 기증 이식의 절차와 방법 등,2011.06.14,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218890/artclView.do,,국민을위한우리나라장기기증이식의절차와방법등
제1차~제3차 퇴원손상심층조사 자료이용 지침,2011.06.08,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227333/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227332/artclView.do,제1차~제3차퇴원손상심층조사자료이용지침
2011 가을철 발열성 질환 관리 지침,2011.06.02,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227330/artclView.do,,2011가을철발열성질환관리지침
2011 감염병 감시 및 보고지침,2011.05.31,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227329/artclView.do,,2011감염병감시보고지침
2011년 말라리아 관리지침,2011.05.25,2011,KDCA게시판,지침,,24,https://www.kdca.go.kr/bbs/kdca/55/227328/artclView.do,,말라리아관리지침
제4차 퇴원손상심층조사 자료이용 지침,2011.05.20,2011,KDCA게시판,지침,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227327/artclView.do,,제4차퇴원손상심층조사자료이용지침
심뇌혈관질환 예방관리 교육,2011.05.06,2011,KDCA게시판,교육자료,Y,1,https://www.kdca.go.kr/bbs/kdca/49/218889/artclView.do,https://www.kdca.go.kr/bbs/kdca/49/218888/artclView.do,심뇌혈관질환예방관리교육
2011년 감염병 역학조사서 서식,2011.05.04,2011,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228387/artclView.do,,감염병역학조사서서식
2011년 수인성·식품매개질환 역학조사서 서식,2011.05.04,2011,KDCA게시판,서식,Y,1,https://www.kdca.go.kr/bbs/kdca/57/228386/artclView.do,,수인성식품매개질환역학조사서서식
